prop_id,size_acres,size_square_feet,land_type_cd,land_soil_code,ag_use_cd,primary_use_cd
44899,215.2000,9374112.00,"52        ","Rangeland                               ",,81
44900,2.9800,142876.80,"9         ",None,,18
44901,6.6700,292723.20,"9         ",None,,18
44902,1.1700,50965.00,"9         ",None,,18
44903,8.0000,348480.00,"9         ",None,,18
44904,1.8400,80150.40,"9         ",None,,18
44905,4.3500,189486.00,"9         ",None,,18
44906,9.6700,421225.20,"9         ",None,,18
44907,17.9200,780595.00,"11        ",None,,85
44908,2.0600,89733.60,"9         ",None,,18
44909,6.4800,285753.60,"9         ",None,,18
44910,4.3000,187308.00,"9         ",None,,18
44911,1.0000,43560.00,"9         ",None,,18
44913,1.8100,78843.60,"9         ",None,,18
44914,2.2900,99752.40,"9         ",None,,18
44915,1.2600,54885.60,"9         ",None,,18
44916,1.2600,54885.60,"9         ",None,,18
44917,1.2600,54885.60,"9         ",None,,18
44918,1.2600,54885.60,"9         ",None,,18
44919,1.2600,54885.60,"9         ",None,,18
44920,1.2600,54885.60,"9         ",None,,18
44921,1.2600,54885.60,"9         ",None,,18
44922,1.2600,54885.60,"9         ",None,,18
44923,1.2600,54885.60,"9         ",None,,18
44924,1.2600,54885.60,"9         ",None,,18
44925,1.2600,54885.60,"9         ",None,,18
44926,1.2600,54885.60,"9         ",None,,18
44927,1.2600,54885.60,"9         ",None,,18
44928,1.2600,54885.60,"9         ",None,,18
44929,1.2600,54885.60,"9         ",None,,18
44930,1.2600,54885.60,"9         ",None,,18
44931,2.5000,108900.00,"9         ",None,,18
44932,2.4100,104979.60,"9         ",None,,18
44933,2.4100,104979.60,"9         ",None,,18
44934,2.2600,98445.60,"9         ",None,,18
44935,2.0900,91040.40,"9         ",None,,18
44936,2.4800,108028.80,"9         ",None,,18
44937,2.4800,108028.80,"9         ",None,,18
44938,2.4800,108028.80,"9         ",None,,18
44939,2.4800,108028.80,"9         ",None,,18
44940,2.0000,87120.00,"9         ",None,,18
44941,2.0000,87120.00,"9         ",None,,18
44942,2.0000,87120.00,"9         ",None,,18
44943,2.0000,87120.00,"9         ",None,,18
44944,2.0000,87120.00,"9         ",None,,18
44945,2.0000,87120.00,"9         ",None,,18
44946,2.0000,87120.00,"9         ",None,,
44948,2.0000,87120.00,"9         ",None,,18
44949,2.0000,87120.00,"9         ",None,,18
44952,2.0000,87120.00,"9         ",None,,18
44953,.9900,43124.40,"91        ",None,,
44954,2.5000,108900.00,"9         ",None,,18
44955,2.5000,108900.00,"9         ",None,,18
44956,3.7700,164221.20,"9         ",None,,18
44957,2.5000,108900.00,"9         ",None,,18
44958,.9699,42253.00,"9         ",None,,11
44959,1.2000,52272.00,"9         ",None,,18
44960,2.4000,104544.00,"9         ",None,,18
44961,1.4700,64033.20,"9         ",None,,18
44962,4.4900,196020.00,"9         ",None,,18
44963,2.0200,87991.20,"9         ",None,,18
44964,25.0000,1089000.00,"4         ","Irrigated Agland #1                     ",,18
44964,9.5000,413820.00,"51        ",,,18
44967,4.5700,199069.20,"9         ",None,,18
44968,.6500,28314.00,"9         ",None,,11
44970,1.8500,80586.00,"9         ",None,,18
44971,1.8500,80586.00,"9         ",None,,18
44972,5.3000,230868.00,"9         ",None,,18
44973,5.7300,249598.80,"9         ",None,,18
44974,3.3600,146361.60,"9         ",None,,18
44975,2.0000,87120.00,"9         ",None,,18
44976,2.0000,87120.00,"9         ",None,,18
44977,4.0000,174240.00,"9         ",None,,18
44978,2.0000,87120.00,"9         ",None,,18
44979,1.0000,43560.00,"9         ",None,,18
44980,2.3500,108900.00,"9         ",None,,18
44981,1.3500,58806.00,"9         ",None,,18
44982,1.4000,54450.00,"9         ",None,,18
44984,2.5900,112820.40,"9         ",None,,18
44985,2.5900,112820.40,"9         ",None,,18
44986,2.6400,114998.40,"9         ",None,,18
44987,1.3800,60112.80,"9         ",None,,18
44988,2.1400,93218.40,"9         ",None,,18
44989,1.9100,83199.60,"9         ",None,,18
44993,1.0000,43560.00,"9         ",None,,18
44994,2.6600,115869.60,"9         ",None,,18
44995,1.4000,60984.00,"9         ",None,,18
44996,1.2200,53143.20,"9         ",None,,18
44997,1.2200,53143.20,"9         ",None,,18
44998,1.1600,50529.60,"9         ",None,,18
44999,1.0000,43560.00,"9         ",None,,18
45000,.9199,40075.00,"9         ",None,,11
45001,50.0000,2178000.00,"11        ",None,,47
45002,1.0200,44431.20,"9         ",None,,18
45007,.3800,16553.00,"9         ",None,,11
45008,5.0000,217800.00,"9         ",None,,18
45009,1.2000,52272.00,"9         ",None,,18
45014,3.0000,130680.00,"9         ",None,,18
45015,18.5000,805860.00,"11        ",None,,15
45016,1.0000,43560.00,"9         ",None,,18
45017,1.0000,43560.00,"9         ",None,,18
45018,1.0000,43560.00,"9         ",None,,18
45020,3.1700,138085.20,"9         ",None,,18
45022,1.6700,72745.20,"9         ",None,,18
45023,10.0000,435600.00,"11        ",None,,15
45025,1.0000,43560.00,"11        ",None,,15
45028,35.8600,1562061.60,"9         ","Rural Homesite                          ",,81
45030,8.8100,383763.00,"11        ",None,,15
45031,3.0000,130680.00,"9         ",None,,18
45032,.6899,30056.00,"9         ",None,,11
45033,2.2300,97138.80,"9         ",None,,18
45034,2.9100,126759.60,"9         ",None,,18
45035,1.3100,57063.60,"9         ",None,,18
45036,.6100,26572.00,"9         ",None,,11
45037,1.0100,43995.60,"9         ",None,,18
45038,1.2200,53143.20,"9         ",None,,18
45039,1.2200,53143.20,"9         ",None,,18
45042,2.8300,123274.80,"9         ",None,,18
45043,2.0300,88426.80,"9         ",None,,18
45044,3.7800,164656.80,"9         ",None,,18
45045,.5000,21780.00,"9         ",None,,11
45046,.6294,27416.00,"9         ",None,,11
45047,.9399,40946.00,"9         ",None,,11
45048,1.0000,43560.00,"9         ",None,,18
45049,3.8700,169884.00,"9         ",None,,18
45050,8.5200,371131.20,"9         ",None,,18
45052,1.9800,87120.00,"9         ",None,,18
45054,.5899,25700.00,"9         ",None,,91
45055,18.4100,801939.60,"41        ","Irrigated Pasture #2                    ","AG   ",83
45055,1.0000,43560.00,"9         ","Rural Homesite                          ",,83
45056,1.0000,43560.00,"9         ","Rural Homesite                          ",,83
45056,9.0000,392040.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45057,3.3300,145054.80,"9         ",None,,18
45058,3.3200,144619.20,"9         ",None,,18
45059,3.0000,130680.00,"9         ",None,,18
45060,2.5000,108900.00,"9         ",None,,18
45061,2.9000,126324.00,"9         ",None,,18
45064,13.8300,602434.80,"9         ",None,,18
45066,2.7000,117612.00,"11        ",None,,63
45067,2.4000,104544.00,"9         ",None,,18
45068,1.3100,57063.60,"9         ",None,,18
45069,3.5500,154638.00,"9         ",None,,18
45070,2.0000,87120.00,"9         ",None,,18
45071,2.8700,125017.20,"9         ",None,,18
45072,2.0000,87120.00,"9         ",None,,18
45075,2.7700,120661.20,"9         ",None,,18
45077,5.0000,217800.00,"9         ",None,,18
45086,20.4400,890366.40,"9         ",None,,18
45091,12.0000,522720.00,"9         ",None,,18
45092,5.5700,217364.40,"9         ",None,,18
45093,8.4400,367646.40,"9         ",None,,18
45094,8.4700,368953.20,"9         ",None,,18
45095,8.5900,374180.40,"9         ",None,,18
45096,6.8500,298386.00,"9         ",None,,18
45097,5.2900,230432.40,"9         ",None,,18
45098,10.9500,476982.00,"9         ",None,,18
45099,12.3200,536659.20,"9         ",None,,18
45103,.4200,18295.20,"91        ",None,,11
45105,5.8600,.00,"9         ",None,,18
45116,20.6100,897771.60,"9         ",None,,18
45117,23.4800,1022788.80,"9         ",None,,18
45118,597.0000,26005320.00,"5         ","Dry Agland #2                           ",,81
45118,35.1000,1528956.00,"51        ","Dry Pasture Nominal Value               ",,81
45119,136.3900,.00,"5         ","Dry Agland #1                           ",,81
45119,153.6100,13068000.00,"5         ","Dry Agland #2                           ",,81
45119,10.0000,.00,"51        ","Dry Pasture Nominal Value               ",,81
45120,2.5000,108900.00,"12        ",None,,72
45121,7.1300,310582.80,"12        ",None,,48
45122,.3700,16117.20,"12        ",None,,78
45123,10.0000,435600.00,"5         ","Dry Agland #2                           ",,81
45124,320.0000,13939200.00,"5         ","Dry Agland #2                           ",,81
45125,140.0000,6098400.00,"5         ","Dry Agland #1                           ","AG   ",83
45126,477.6700,20855221.00,"5         ","Dry Agland #1                           ","AG   ",83
45127,30.7600,1339905.60,"4         ","Irrigated Agland #3                     ",,81
45128,5.0000,217800.00,"9         ","Rural Homesite                          ",,18
45129,269.3700,11733757.00,"9         ","Rangeland                               ",,81
45130,2.5000,108900.00,"9         ",None,,18
45131,2.5000,108900.00,"9         ",None,,18
45132,2.5000,108900.00,"9         ",None,,18
45133,2.5000,108900.00,"9         ",None,,18
45134,4.4100,206474.40,"9         ",None,,18
45137,4.7200,219542.40,"9         ",None,,18
45138,2.3100,100623.60,"9         ",None,,18
45139,1.2300,53578.80,"9         ",None,,18
45140,1.3400,58370.40,"9         ",None,,18
45141,5.1000,222156.00,"9         ",None,,18
45142,5.0900,221720.40,"9         ","Rural Homesite                          ",,18
45143,5.1400,223898.40,"9         ","Rural Homesite                          ",,18
45144,6.6000,287496.00,"9         ","Rural Homesite                          ",,18
45145,5.0200,218671.20,"9         ","Rural Homesite                          ",,18
45146,4.8000,218671.20,"9         ","Rural Homesite                          ",,18
45147,5.0400,219542.40,"9         ","Rural Homesite                          ",,18
45148,5.0000,217800.00,"9         ","Rural Homesite                          ",,18
45149,5.0000,217800.00,"9         ","Rural Homesite                          ",,18
45150,5.1100,222591.60,"9         ",None,,18
45151,5.2500,219106.80,"9         ","Rural Homesite                          ",,18
45152,5.0300,219106.80,"9         ","Rural Homesite                          ",,18
45153,5.0100,218235.60,"9         ","Rural Homesite                          ",,18
45154,5.0700,220849.20,"9         ","Rural Homesite                          ",,18
45155,5.0000,217800.00,"9         ","Rural Homesite                          ",,18
45156,5.0000,217800.00,"9         ","Rural Homesite                          ",,18
45158,5.0300,219106.80,"9         ","Rural Homesite                          ",,18
45161,5.0300,219106.80,"9         ","Rural Homesite                          ",,18
45162,5.0200,218671.20,"9         ","Rural Homesite                          ",,18
45163,5.0100,218235.60,"9         ","Rural Homesite                          ",,18
45164,5.0400,219542.40,"9         ",None,,18
45172,1.2500,54450.00,"9         ",None,,18
45173,1.2500,54450.00,"9         ",None,,18
45174,1.8800,81892.80,"9         ",None,,18
45175,1.7400,75794.40,"9         ",None,,18
45176,1.2800,55756.80,"9         ",None,,18
45177,1.0800,47044.80,"9         ",None,,18
45178,1.1800,51400.80,"9         ",None,,18
45179,1.3300,57934.80,"9         ",None,,18
45180,1.7100,74487.60,"9         ",None,,18
45181,106.0000,4617360.00,"9         ","Rangeland                               ",,81
45186,.3297,14362.00,"12        ",None,,67
45187,1.3400,13040.00,"12        ",None,,67
45191,52.0000,2265120.00,"11        ",None,,68
45194,.4358,18985.00,"11        ",None,,68
45202,2.8500,124146.00,"9         ",None,,18
45203,.3423,14914.00,"9         ",None,,11
45204,.3249,14154.00,"9         ",None,,11
45205,.3033,13214.00,"9         ",None,,11
45206,.3449,15026.00,"9         ",None,,11
45207,.4895,21323.00,"9         ",None,,11
45208,.4268,18593.00,"9         ",None,,11
45211,.7830,34109.00,"9         ",None,,11
45212,.8811,38382.00,"9         ",None,,11
45213,1.0423,45406.00,"9         ",None,,11
45214,.6144,26764.00,"9         ",None,,11
45215,.6326,27559.00,"9         ",None,,11
45216,.5368,23387.00,"9         ",None,,11
45217,.4546,19806.00,"9         ",None,,11
45218,.4453,19399.00,"9         ",None,,11
45221,.4274,18620.00,"9         ",None,,11
45222,1.1395,49640.00,"9         ",None,,11
45223,307.1700,11848320.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45223,2.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45224,81.3000,3541428.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45225,23.0000,1001880.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45225,10.4000,453024.00,"41        ","Irrigated Pasture #1                    ","AG   ",83
45226,48.2000,2003760.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45227,44.6000,1894860.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45228,38.1000,1659636.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45228,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45229,41.7800,1742400.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45230,.9200,40075.20,"9         ",None,,11
45231,17.0000,740520.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45232,17.5100,777110.40,"4         ","Irrigated Agland #1                     ","AG   ",83
45233,1.0000,43560.00,"9         ",None,,18
45234,59.0000,2570040.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45234,22.4300,1123848.00,"51        ","Dry Pasture #3                          ","AG   ",83
45234,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45235,29.7100,1294167.60,"4         ","Irrigated Agland #1                     ","AG   ",83
45235,32.2000,1402632.00,"51        ","Dry Pasture #1                          ","AG   ",83
45236,.4900,21344.40,"91        ",None,"AG   ",83
45237,1.1300,49222.80,"9         ",None,,18
45238,15.0000,653400.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45238,4.3400,189050.40,"51        ","Dry Pasture #1                          ","AG   ",83
45239,54.7500,2384910.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45239,24.8500,1082466.00,"51        ","Dry Pasture #1                          ","AG   ",83
45240,83.8000,3650328.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45240,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45240,1.0000,43560.00,"51        ","Dry Pasture #1                          ","AG   ",83
45241,24.6200,1072447.20,"4         ","Irrigated Agland #1                     ","AG   ",83
45241,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45242,26.7200,1128204.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45243,10.8300,471754.80,"4         ","Irrigated Agland #1                     ","AG   ",83
45244,30.0000,1306800.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45244,6.0300,262666.80,"41        ","Irrigated Pasture #3                    ","AG   ",83
45244,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45245,7.6100,130680.00,"41        ","Irrigated Pasture #1                    ","AG   ",83
45245,1.0000,.00,"9         ","Rural Homesite                          ",,83
45246,16.0200,682585.20,"4         ","Irrigated Agland #1                     ","AG   ",83
45247,3.1600,137649.60,"51        ","Dry Pasture #1                          ","AG   ",83
45247,36.7000,1598652.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45247,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
45248,.3500,15246.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45249,10.7500,468270.00,"41        ","Irrigated Pasture #2                    ",,81
45250,30.2500,1317690.00,"9         ",None,,81
45251,23.4000,1019304.00,"4         ","Irrigated Agland #1                     ","AG   ",83
45252,57.9100,2522559.60,"4         ","Irrigated Agland #1                     ","AG   ",83
45253,1.9900,86684.40,"4         ","Irrigated Agland #1                     ","AG   ",83
45253,1.0000,43560.00,"9         ","Rural Homesite                          ",,83
45254,4.3100,187743.60,"9         ",None,,18
45255,1.0200,44431.20,"9         ",None,,18
45256,15.4700,673873.20,"4         ","Irrigated Agland #1                     ","AG   ",83
45257,1.2700,55321.20,"9         ",None,,18
45258,19.5800,852904.80,"4         ","Irrigated Agland #1                     ","AG   ",83
45259,1.8000,.00,"4         ","Irrigated Agland #3                     ","AG   ",83
45259,79.1100,3446031.60,"51        ","Dry Pasture #2                          ","AG   ",83
45260,15.5200,676051.20,"41        ","Irrigated Pasture #2                    ","AG   ",83
45260,94.6500,4122954.00,"51        ","Dry Pasture #2                          ","AG   ",83
45263,188.2800,.00,"51        ","Dry Pasture #1                          ",,81
45265,.6200,27007.20,"9         ",None,,11
45266,1.5000,65340.00,"9         ",None,,18
45267,4.5800,199504.80,"9         ",None,,18
45268,5.0000,217800.00,"9         ",None,,18
45271,2.6000,.00,"9         ","Red Mountain Irrigated AG1 SITE         ","AG   ",83
45271,1.0000,.00,"9         ","Rural Homesite                          ",,83
45274,14.8000,644688.00,"4         ","Red Mountain Irrigated Agland #1        ","AG   ",83
45274,.0600,2613.60,"51        ","                                        ","AG   ",83
45279,20.2300,881218.80,"9         ",None,,18
45280,5.1200,223027.20,"9         ",None,,18
45281,5.3200,231739.20,"9         ",None,,18
45282,35.0000,1524600.00,"4         ","Red Mountain Irrigated Agland #1        ",,81
45282,4.9600,216057.60,"51        ","                                        ",,81
45289,2.2500,98010.00,"9         ",None,,18
45290,1.0000,.00,"4         ","Red Mountain Irrigated Agland #1        ",,18
45291,10.3200,.00,"4         ","Red Mountain Irrigated Agland #1        ",,81
45297,1.1300,49222.80,"9         ",None,,18
45298,1.1200,53578.80,"9         ",None,,18
45299,1.1200,48787.20,"9         ",None,,18
45300,1.1200,48787.20,"9         ",None,,18
45301,1.1300,49222.80,"9         ",None,,18
45302,1.1200,48787.20,"9         ",None,,18
45303,1.1200,48787.20,"9         ",None,,18
45304,1.1200,48787.20,"9         ",None,,18
45305,4.5000,196020.00,"9         ",None,,18
45306,3.5000,152460.00,"9         ",None,,18
45307,4.9600,216057.60,"9         ",None,,18
45308,4.9600,216057.60,"9         ",None,,18
45310,9.1100,396831.60,"4         ","Well Circle Irrigated Agland #1         ",,81
45310,29.2300,1273258.80,"4         ","Red Mountain Irrigated Agland #1        ",,81
45310,3.3700,146797.20,"51        ","                                        ",,81
45314,.4779,20821.00,"9         ",None,,11
45315,.4780,20826.00,"9         ",None,,11
45316,.8500,37026.00,"9         ",None,,11
45317,.7794,33951.00,"9         ",None,,11
45318,.7793,33949.00,"9         ",None,,11
45319,.9183,40004.00,"9         ",None,,11
45320,1.5500,67518.00,"9         ",None,,18
45331,.3156,13750.00,"9         ",None,,11
45332,.2869,12500.00,"9         ",None,,11
45333,.2869,12500.00,"9         ",None,,11
45334,.2869,12500.00,"9         ",None,,11
45335,.2869,12500.00,"9         ",None,,11
45336,.2869,12500.00,"9         ",None,,11
45337,.3156,13750.00,"9         ",None,,11
45339,.3704,16138.00,"9         ",None,,11
45340,.4327,18852.00,"9         ",None,,11
45341,.3230,14071.00,"9         ",None,,11
45343,.3155,13744.00,"9         ",None,,11
45344,.3213,14000.00,"9         ",None,,11
45345,.3280,14288.00,"9         ",None,,11
45346,.2869,12500.00,"9         ",None,,11
45347,.2869,12500.00,"9         ",None,,11
45348,.2869,12500.00,"9         ",None,,11
45349,.2869,12500.00,"9         ",None,,11
45350,.2869,12500.00,"9         ",None,,11
45351,.3245,14138.00,"9         ",None,,11
45352,.3556,15491.00,"9         ",None,,11
45355,.3233,14087.00,"9         ",None,,11
45356,.2869,12500.00,"9         ",None,,11
45359,.3390,14769.00,"9         ",None,,11
45360,.3156,13750.00,"9         ",None,,11
45361,.2869,12500.00,"9         ",None,,11
45362,.2869,12500.00,"9         ",None,,11
45363,.3156,13749.00,"9         ",None,,11
45364,.3156,13750.00,"9         ",None,,11
45367,.3982,17349.00,"9         ",None,,11
45371,2.0000,87120.00,"9         ",None,,18
45372,5.4100,235659.60,"9         ",None,,18
45373,4.8000,209088.00,"4         ","Red Mountain Irrigated Agland #1        ",,81
45373,.2000,8712.00,"5         ","                                        ",,81
45374,5.0000,217800.00,"4         ",None,,81
45375,.3099,13501.00,"9         ",None,,11
45376,.2879,12545.00,"9         ",None,,11
45377,.2879,12545.00,"9         ",None,,11
45378,.2869,12501.00,"9         ",None,,11
45379,.3039,13239.00,"9         ",None,,11
45380,.2985,13007.00,"9         ",None,,11
45381,.2869,12500.00,"9         ",None,,11
45382,.2869,12500.00,"9         ",None,,11
45383,.2869,12500.00,"9         ",None,,11
45384,.2869,12500.00,"9         ",None,,11
45385,.3099,13500.00,"9         ",None,,11
45386,.2869,12500.00,"9         ",None,,11
45387,.3137,13668.00,"9         ",None,,11
45388,.4010,17468.00,"9         ",None,,11
45389,.3222,14038.00,"9         ",None,,11
45391,.3399,14810.00,"9         ",None,,11
45392,.2984,13000.00,"9         ",None,,11
45393,.2984,13000.00,"9         ",None,,11
45394,.2984,13000.00,"9         ",None,,11
45395,.4476,19500.00,"9         ",None,,11
45396,.4476,19500.00,"9         ",None,,11
45397,.2984,13000.00,"9         ",None,,11
45398,.4190,18254.00,"9         ",None,,11
45399,.3566,15534.00,"9         ",None,,11
45400,.3213,14000.00,"9         ",None,,11
45401,.3213,14000.00,"9         ",None,,11
45402,.3213,14000.00,"9         ",None,,11
45403,.3213,14000.00,"9         ",None,,11
45404,.3566,15534.00,"9         ",None,,11
45405,.2869,12500.00,"9         ",None,,11
45406,.2869,12500.00,"9         ",None,,11
45407,.2883,12561.00,"9         ",None,,11
45408,.3716,16191.00,"9         ",None,,11
45409,.3268,14236.00,"9         ",None,,11
45410,.3758,16372.00,"9         ",None,,11
45411,.4109,17901.00,"9         ",None,,11
45412,.3962,17259.00,"9         ",None,,11
45413,.8810,38380.00,"9         ",None,,11
45414,.4549,19816.00,"9         ",None,,11
45415,.3922,17088.00,"9         ",None,,11
45416,.3060,13333.00,"9         ",None,,11
45417,.3040,13246.00,"9         ",None,,11
45418,.3040,13246.00,"9         ",None,,11
45419,.3040,13246.00,"9         ",None,,11
45420,.3040,13246.00,"9         ",None,,11
45421,.3040,13246.00,"9         ",None,,11
45422,.3600,15681.60,"9         ",None,,11
45423,1.2800,55756.80,"9         ",None,,18
45424,1.4100,61419.60,"9         ",None,,18
45425,1.4100,61419.60,"9         ",None,,18
45426,1.0700,46609.20,"9         ",None,,18
45427,.3165,13788.00,"9         ",None,,11
45428,.2869,12500.00,"9         ",None,,11
45429,.2869,12500.00,"9         ",None,,11
45430,.2869,12500.00,"9         ",None,,11
45434,.3156,13750.00,"9         ",None,,11
45435,.3344,14569.00,"9         ",None,,11
45436,.3344,14569.00,"9         ",None,,11
45437,.3724,16225.00,"9         ",None,,11
45438,.3389,14764.00,"9         ",None,,11
45439,.3092,13473.00,"9         ",None,,11
45440,.2901,12640.00,"9         ",None,,11
45444,.4190,18254.00,"9         ",None,,11
45445,.2984,13000.00,"9         ",None,,11
45446,.2984,13000.00,"9         ",None,,11
45447,.4110,17904.00,"9         ",None,,11
45448,.2984,13000.00,"9         ",None,,11
45449,.2984,13000.00,"9         ",None,,11
45450,.2984,13000.00,"9         ",None,,11
45451,.2984,13000.00,"9         ",None,,11
45452,.2984,13000.00,"9         ",None,,11
45453,.2984,13000.00,"9         ",None,,11
45454,.2984,13000.00,"9         ",None,,11
45455,.2984,13000.00,"9         ",None,,11
45456,.2984,13000.00,"9         ",None,,11
45457,.4100,17859.60,"9         ",None,,11
45458,5.0000,217800.00,"9         ",None,,18
45459,8.2500,359370.00,"4         ","Red Mountain Irrigated Agland #1        ",,81
45459,.2000,8712.00,"5         ","                                        ",,81
45463,9.7300,.00,"9         ",None,,18
45464,3.1600,.00,"9         ",None,,18
45465,2.4200,105415.20,"9         ",None,,18
45466,2.9700,129373.20,"9         ",None,,18
45467,.9599,41817.00,"9         ",None,,11
45468,1.7600,76665.60,"9         ",None,,18
45469,1.8800,81892.80,"9         ",None,,18
45470,2.0100,87555.60,"9         ",None,,18
45471,2.1300,92782.80,"9         ",None,,18
45476,22.8200,994039.20,"11        ",None,,91
45477,6.0200,262231.20,"11        ",None,,13
45478,20.0000,.00,"91        ","Dry Pasture #1                          ",,81
45479,20.0000,.00,"91        ","Dry Pasture #1                          ",,81
45481,11.6000,.00,"4         ","Irrigated Agland #1                     ",,82
45481,29.7000,.00,"51        ","Dry Pasture #1                          ",,82
45484,.2238,9753.00,"9         ",None,,11
45485,.2290,9977.00,"9         ",None,,11
45486,.2811,12248.00,"9         ",None,,11
45487,.3049,13284.00,"9         ",None,,11
45488,.2620,11414.00,"9         ",None,,11
45489,.2508,10925.00,"9         ",None,,11
45490,.2459,10715.00,"9         ",None,,11
45491,.3800,16554.00,"9         ",None,,11
45492,.2571,11200.00,"9         ",None,,11
45493,.3888,16938.00,"9         ",None,,11
45494,.2747,11969.00,"9         ",None,,11
45495,.2861,12464.00,"9         ",None,,11
45496,.2690,11718.00,"9         ",None,,11
45497,.3119,13590.00,"9         ",None,,11
45498,.2425,10566.00,"9         ",None,,11
45499,.2812,12251.00,"9         ",None,,11
45500,.2617,11400.00,"9         ",None,,11
45501,.2587,11270.00,"9         ",None,,11
45502,.2933,12780.00,"9         ",None,,11
45503,.2367,10314.00,"9         ",None,,11
45504,.2334,10171.00,"9         ",None,,11
45505,.2231,9719.00,"9         ",None,,11
45506,.2230,9714.00,"9         ",None,,11
45507,.2230,9714.00,"9         ",None,,11
45508,.2244,9778.00,"9         ",None,,11
45509,.2537,11055.00,"9         ",None,,11
45510,.2185,9518.00,"9         ",None,,11
45511,.2157,9396.00,"9         ",None,,11
45512,.2157,9396.00,"9         ",None,,11
45513,.2214,9646.00,"9         ",None,,11
45514,.2194,9560.00,"9         ",None,,11
45515,.2528,11016.00,"9         ",None,,11
45516,.2199,9580.00,"9         ",None,,11
45517,.2164,9430.00,"9         ",None,,11
45518,.2166,9436.00,"9         ",None,,11
45519,.2167,9441.00,"9         ",None,,11
45520,.2313,10076.00,"9         ",None,,11
45521,1.5000,65340.00,"91        ",None,,18
45522,.0044,196.00,"91        ",None,,11
45523,.0045,197.00,"91        ",None,,11
45524,.0167,728.00,"91        ",None,,11
45527,326.9800,14243248.80,"4         ","Irrigated Agland #1                     ",,82
45527,6.9200,301435.20,"5         ","Dry Agland #1                           ",,82
45536,15.7835,687529.26,"11        ",None,,91
45537,3.3400,145490.40,"11        ",None,,67
45539,29.7129,1294293.92,"11        ",None,,67
45540,6.9000,300564.00,"11        ",None,,78
45541,1.0000,43560.00,"11        ",None,,78
45542,1.3900,60548.40,"11        ",None,,63
45545,7.7200,336283.20,"11        ",None,,15
45549,1.2600,54885.60,"11        ",None,,59
45550,640.0000,27878400.00,"52        ","Rangeland                               ","AG   ",83
45551,411.0000,17903160.00,"5         ","Dry Agland #3                           ","AG   ",83
45551,229.0000,9975240.00,"51        ","Dry Pasture #1                          ","AG   ",83
45552,200.0000,8712000.00,"5         ","Dry Agland #1                           ","AG   ",83
45552,280.0000,12188088.00,"52        ","Rangeland                               ","AG   ",83
45553,160.0000,6969600.00,"52        ","Rangeland                               ","AG   ",83
45554,67.5000,2940300.00,"11        ","Rangeland                               ",,76
45555,285.0000,.00,"51        ","Dry Pasture #1                          ",,91
45556,196.3500,8553006.00,"52        ","Rangeland                               ","AG   ",83
45556,4.8000,209088.00,"4         ","River Circle Irrigated Agland #2        ","AG   ",83
45557,170.0000,7405200.00,"52        ",None,,91
45557,50.0000,2178000.00,"11        ",None,,91
45559,5.0000,217800.00,"11        ",None,,48
45560,640.0000,27878400.00,"52        ","Rangeland                               ","AG   ",83
45561,640.0000,27878400.00,"52        ","Rangeland                               ",,81
45562,281.0000,12240360.00,"5         ","Dry Agland #3                           ","AG   ",83
45562,322.7500,14167018.00,"52        ","Rangeland                               ","AG   ",83
45563,240.0000,10454400.00,"5         ","Dry Agland #3                           ","AG   ",83
45563,400.0000,17424000.00,"52        ","Rangeland                               ","AG   ",83
45564,187.5000,8167500.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
45564,128.9000,5614884.00,"52        ","Dry Pasture #1                          ","AG   ",83
45565,186.0000,8102160.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
45565,107.6000,4687056.00,"51        ","Dry Pasture #1                          ","AG   ",83
45565,30.0000,1306800.00,"4         ","River Circle Irrigated Agland #2        ","AG   ",83
45567,45.7100,1991127.60,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
45567,27.2400,374616.00,"51        ","Dry Pasture #1                          ","AG   ",83
