prop_id,size_acres,size_square_feet,land_type_cd,land_soil_code,ag_use_cd,primary_use_cd
10007,450.0000,19602000.00,"5         ","Dry Agland #1                           ","AG   ",83
10007,189.4000,8250264.00,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10008,358.2600,15605805.00,"5         ","Dry Agland #1                           ","AG   ",83
10008,280.0000,12196800.00,"52        ","Rangeland                               ","AG   ",83
10009,1666.0000,.00,"52        ","Rangeland                               ",,91
10010,640.0000,.00,"52        ","Rangeland                               ",,81
10011,641.3700,27938077.20,"52        ","Rangeland                               ",,81
10012,624.5800,27206704.00,"52        ","Rangeland                               ",,81
10013,22920.7300,.00,"52        ","Rangeland                               ",,81
10014,375.4600,15855840.00,"4         ","River Circle Irrigated Agland #1        ",,81
10014,172.7900,7526732.40,"51        ","Dry Pasture #1                          ",,81
10015,480.0700,20911849.20,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10015,160.9300,2178000.00,"51        ","Dry Pasture #1                          ","AG   ",83
10019,175.4300,7641730.80,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10019,51.1100,2226351.60,"4         ","Columbia River Irrigated Agland #1      ","AG   ",83
10019,248.0200,10803751.20,"52        ","Rangeland                               ","AG   ",83
10021,76.6500,5580036.00,"4         ","Columbia River Irrigated Agland #1      ","AG   ",83
10021,54.6700,.00,"4         ","Columbia River Irrigated Agland #1      ","AG   ",83
10021,30.5200,1469714.40,"52        ","Rangeland                               ","AG   ",83
10022,.1000,4356.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10025,131.9800,5749048.80,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10025,491.7600,21421065.60,"51        ","Dry Pasture #1                          ","AG   ",83
10027,107.6800,4690540.80,"51        ","Dry Pasture #1                          ","AG   ",83
10027,20.0000,871200.00,"4         ","River Circle Irrigated Agland #2        ","AG   ",83
10027,92.5000,4029300.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10029,80.0000,3484800.00,"52        ","Rangeland                               ","AG   ",83
10030,316.4900,13786304.00,"52        ","Rangeland                               ",,81
10031,14.0400,1742400.00,"4         ","River Circle Irrigated Agland #3        ","AG   ",83
10031,100.0000,1306800.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10031,225.9600,11761200.00,"52        ","Rangeland                               ","AG   ",83
10032,22.0000,958320.00,"52        ","Rangeland                               ","AG   ",83
10033,159.0000,.00,"52        ","Rangeland                               ",,81
10034,554.3800,22781880.00,"5         ","Dry Agland #1                           ","AG   ",83
10034,86.5800,5138337.60,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10035,346.5000,.00,"5         ","Dry Agland #4                           ","AG   ",83
10035,13.0000,.00,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10036,240.5000,.00,"5         ","Dry Agland #4                           ","AG   ",83
10036,39.5000,.00,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10037,467.5900,27704160.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10037,170.6800,98881.20,"51        ","Dry Pasture #1                          ","AG   ",83
10038,545.4000,23757624.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10038,94.2000,10149480.00,"51        ","Dry Pasture #1                          ","AG   ",83
10039,465.0000,20255400.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10039,175.8500,7660026.00,"51        ","Dry Pasture #1                          ","AG   ",83
10040,376.5900,.00,"4         ","River Circle Irrigated Agland #1        ","AG   ",83
10040,265.8900,27986428.00,"51        ","Dry Pasture #1                          ","AG   ",83
10041,574.0000,25003440.00,"5         ","Dry Agland #1                           ","AG   ",83
10041,60.4200,2631895.20,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10042,44.8400,1953230.40,"52        ","Rangeland                               ",,81
10043,83.0000,3615480.00,"4         ","Irrigated Agland #2                     ","AG   ",83
10043,213.1000,9909900.00,"51        ","Dry Pasture #2                          ","AG   ",83
10043,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
10043,72.0000,3136320.00,"4         ","Irrigated Agland #1                     ","AG   ",83
10044,6.4000,278784.00,"52        ","Rangeland                               ",,81
10045,5.7800,.00,"4         ","Irrigated Agland #1                     ",,18
10046,5.0000,217800.00,"9         ",None,,18
10047,5.0000,217800.00,"9         ",None,,18
10048,8.8300,384634.80,"4         ","Irrigated Agland #1                     ","AG   ",83
10048,1.0000,.00,"9         ","Rural Homesite                          ",,83
10049,10.4700,657756.00,"4         ","Irrigated Agland #1                     ","AG   ",83
10049,8.5300,169884.00,"51        ","Dry Pasture #2                          ","AG   ",83
10049,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
10051,20.0000,871200.00,"4         ","Irrigated Agland #1                     ","AG   ",83
10052,5.9200,257875.20,"9         ",None,,18
10053,8.4200,366775.20,"4         ","Irrigated Agland #1                     ","AG   ",83
10054,3.8300,166834.80,"4         ","Irrigated Agland #1                     ","AG   ",83
10054,1.0000,43560.00,"9         ","Rural Homesite                          ","AG   ",83
10055,4.3700,190357.20,"9         ",None,,18
10056,615.2300,26799418.00,"5         ","Dry Agland #3                           ","AG   ",83
10056,8.4100,366339.60,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10057,620.5800,27032464.00,"5         ","Dry Agland #2                           ","AG   ",83
10058,580.0000,25264800.00,"5         ","Dry Agland #1                           ","AG   ",83
10058,2.4600,107157.60,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10059,635.0000,27660600.00,"5         ","Dry Agland #1                           ","AG   ",83
10059,4.0100,257875.20,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10060,591.5000,25765740.00,"5         ","Dry Agland #1                           ","AG   ",83
10060,50.0000,2178000.00,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10061,605.0000,26353800.00,"5         ","Dry Agland #1                           ","AG   ",83
10061,35.0400,1526342.40,"51        ","Dry Pasture Nominal Value               ","AG   ",83
10062,2.2000,95832.00,"11        ",None,,39
10063,15.7900,687812.40,"11        ",None,,68
10064,.2062,8985.00,"9         ",None,,11
10067,.3165,13787.00,"11        ",None,,54
10068,.3166,13794.00,"9         ",None,,11
10069,.3166,13794.00,"11        ",None,,11
10070,.5510,24002.00,"9         ",None,,11
10071,.4500,19602.00,"11        ",None,,59
10072,.3446,15015.00,"11        ",None,,11
10073,6.0200,262231.20,"11        ",None,,81
10075,4.3100,187743.60,"11        ",None,,72
10076,1.2700,55321.20,"11        ",None,,59
10077,.8900,38768.40,"11        ",None,,59
10080,.2438,10620.00,"9         ",None,,11
10081,.2390,10414.00,"9         ",None,,11
10082,.3187,13883.00,"9         ",None,,11
10083,.2303,10032.00,"9         ",None,,11
10085,.4639,20209.00,"11        ",None,,65
10089,.4820,21000.00,"9         ",None,,11
10090,.2777,12100.00,"9         ",None,,11
10091,.1262,5500.00,"9         ",None,,11
10092,.0825,3595.00,"91        ",None,,11
10093,.2603,11340.00,"9         ",None,,11
10094,.2572,11205.00,"9         ",None,,11
10095,.3099,13500.00,"9         ",None,,11
10096,.1549,6750.00,"9         ",None,,11
10097,.1549,6750.00,"9         ",None,,11
10098,.2789,12150.00,"9         ",None,,11
10099,.3099,13500.00,"9         ",None,,11
10100,.2061,8978.00,"9         ",None,,11
10101,.2092,9113.00,"9         ",None,,11
10102,.1549,6750.00,"9         ",None,,11
10103,.2571,11200.00,"9         ",None,,11
10104,.2249,9800.00,"9         ",None,,11
10105,.1606,7000.00,"9         ",None,,11
10106,.2892,12600.00,"9         ",None,,11
10107,.2249,9800.00,"9         ",None,,11
10108,.2249,9800.00,"9         ",None,,11
10109,.3856,16800.00,"9         ",None,,11
10110,.2410,10500.00,"9         ",None,,11
10111,.4920,21432.00,"11        ",None,,13
10112,.1549,6750.00,"9         ",None,,11
10113,.1859,8100.00,"9         ",None,,11
10114,.2076,9045.00,"9         ",None,,11
10115,.1549,6750.00,"9         ",None,,11
10116,.1606,7000.00,"9         ",None,,11
10117,.1606,7000.00,"9         ",None,,11
10118,.2249,9800.00,"9         ",None,,11
10119,.3099,13500.00,"9         ",None,,11
10120,.1549,6750.00,"9         ",None,,11
10121,.3099,13500.00,"9         ",None,,11
10123,.1549,6750.00,"9         ",None,,11
10124,.1549,6750.00,"9         ",None,,11
10125,.1549,6750.00,"9         ",None,,11
10126,.2076,9045.00,"9         ",None,,11
10127,.2045,8910.00,"9         ",None,,11
10128,.3099,13500.00,"9         ",None,,11
10129,.2731,11900.00,"9         ",None,,11
10130,.2635,11480.00,"9         ",None,,11
10131,.2635,11480.00,"9         ",None,,11
10132,.2410,10500.00,"9         ",None,,11
10133,.1606,7000.00,"9         ",None,,11
10134,.3213,14000.00,"9         ",None,,11
10135,.2410,10500.00,"9         ",None,,11
10136,.2410,10500.00,"9         ",None,,11
10137,.2410,10500.00,"9         ",None,,11
10138,.3213,14000.00,"9         ",None,,11
10139,.1549,6750.00,"9         ",None,,11
10141,.1549,6750.00,"9         ",None,,11
10142,.1549,6750.00,"9         ",None,,11
10143,.1549,6750.00,"9         ",None,,11
10144,.2076,9045.00,"9         ",None,,11
10145,.2121,9240.00,"9         ",None,,11
10146,.1928,8400.00,"9         ",None,,11
10147,.2410,10500.00,"9         ",None,,11
10148,.3099,13500.00,"9         ",None,,11
10149,.3099,13500.00,"9         ",None,,11
10150,.1652,7200.00,"9         ",None,,11
10151,.1767,7700.00,"9         ",None,,11
10152,.2330,10150.00,"9         ",None,,11
10153,.3099,13500.00,"9         ",None,,11
10154,.2789,12150.00,"9         ",None,,11
10155,.2850,12418.00,"9         ",None,,11
10156,.3503,15260.00,"9         ",None,,12
10157,.1561,6800.00,"9         ",None,,11
10159,.2892,12600.00,"9         ",None,,11
10160,.2789,12150.00,"9         ",None,,11
10161,.3099,13500.00,"9         ",None,,11
10162,.2500,10890.00,"9         ",None,,11
10163,.4493,19575.00,"9         ",None,,11
10164,.3776,16450.00,"9         ",None,,11
10165,.3213,14000.00,"9         ",None,,11
10166,.3162,13775.00,"9         ",None,,11
10167,.3099,13500.00,"9         ",None,,11
10168,.3873,16875.00,"9         ",None,,11
10169,.3213,14000.00,"9         ",None,,11
10170,.3099,13500.00,"9         ",None,,11
10172,.4660,20300.00,"9         ",None,,12
10173,.2603,11340.00,"9         ",None,,11
10174,.1157,5040.00,"91        ",None,,11
10175,.3294,14350.00,"9         ",None,,11
10176,.4023,17528.00,"9         ",None,,11
10177,.1372,5978.00,"9         ",None,,11
10178,.3509,15288.00,"9         ",None,,11
10179,.2056,8960.00,"9         ",None,,11
10180,.4327,18850.00,"9         ",None,,11
10181,.4327,18850.00,"9         ",None,,11
10182,.3879,16900.00,"9         ",None,,11
10183,.2620,11414.00,"9         ",None,,11
10184,.2763,12038.00,"9         ",None,,11
10185,.2715,11830.00,"9         ",None,,11
10188,.2169,9451.00,"9         ",None,,11
10189,.2566,11180.00,"9         ",None,,11
10190,.1606,7000.00,"9         ",None,,11
10191,.2410,10500.00,"9         ",None,,11
10192,.2089,9100.00,"9         ",None,,11
10193,.2089,9100.00,"9         ",None,,11
10194,.2089,9100.00,"9         ",None,,11
10195,.3213,14000.00,"9         ",None,,11
10196,.3213,14000.00,"9         ",None,,11
10197,.2571,11200.00,"9         ",None,,11
10198,.2249,9800.00,"9         ",None,,11
10199,.1606,7000.00,"9         ",None,,11
10200,.1606,7000.00,"9         ",None,,11
10201,.2089,9100.00,"9         ",None,,11
10202,.2089,9100.00,"9         ",None,,11
10203,.1606,7000.00,"9         ",None,,11
10204,.1606,7000.00,"9         ",None,,11
10205,.1000,4356.00,"91        ",None,,91
10206,.2386,10395.00,"9         ",None,,11
10207,.2249,9800.00,"9         ",None,,11
10208,.2249,9800.00,"9         ",None,,11
10209,.1606,7000.00,"9         ",None,,11
10210,.3213,14000.00,"9         ",None,,11
10211,.3213,14000.00,"9         ",None,,11
10212,.3213,14000.00,"9         ",None,,11
10213,.2249,9800.00,"9         ",None,,11
10214,.1606,7000.00,"9         ",None,,11
10215,.1377,6000.00,"9         ",None,,11
10216,.3500,15246.00,"11        ",None,,59
10217,.1377,6000.00,"9         ",None,,11
10218,.1377,6000.00,"9         ",None,,11
10219,.1377,6000.00,"9         ",None,,11
10221,13.0400,568022.40,"11        ",None,,68
10222,.1500,6534.00,"11        ",None,,11
10223,.5000,21780.00,"11        ",None,,11
10225,.1152,5022.00,"9         ",None,,11
10226,.2984,13000.00,"9         ",None,,11
10227,.2984,13000.00,"9         ",None,,11
10228,.2238,9750.00,"9         ",None,,11
10229,.2238,9750.00,"9         ",None,,11
10230,.1492,6500.00,"9         ",None,,11
10231,.1492,6500.00,"9         ",None,,11
10232,.1492,6500.00,"9         ",None,,11
10233,.1492,6500.00,"9         ",None,,11
10234,.1492,6500.00,"9         ",None,,11
10237,.1865,8125.00,"9         ",None,,11
10238,.1865,8125.00,"9         ",None,,11
10239,.2611,11375.00,"9         ",None,,11
10240,.2238,9750.00,"9         ",None,,12
10241,.0746,3250.00,"91        ",None,,11
10242,.2611,11375.00,"9         ",None,,11
10243,.1492,6500.00,"9         ",None,,11
10244,.1492,6500.00,"9         ",None,,11
10245,.1939,8450.00,"9         ",None,,11
10246,.1939,8450.00,"9         ",None,,11
10247,.1492,6500.00,"9         ",None,,11
10248,.1492,6500.00,"9         ",None,,11
10249,.1492,6500.00,"9         ",None,,11
10250,.1492,6500.00,"9         ",None,,11
10251,.1492,6500.00,"9         ",None,,11
10252,.1492,6500.00,"9         ",None,,11
10253,.1492,6500.00,"9         ",None,,11
10254,.1492,6500.00,"9         ",None,,11
10255,.2238,9750.00,"9         ",None,,11
10256,.2238,9750.00,"9         ",None,,11
10257,.1492,6500.00,"9         ",None,,11
10258,.2984,13000.00,"9         ",None,,11
10259,.2089,9100.00,"9         ",None,,11
10262,.2984,13000.00,"9         ",None,,11
10263,.2984,13000.00,"9         ",None,,11
10264,.1492,6500.00,"9         ",None,,11
10265,.2238,9750.00,"9         ",None,,11
10270,.2238,9750.00,"9         ",None,,11
10276,.2238,9750.00,"9         ",None,,11
10277,.3168,13800.00,"9         ",None,,11
10278,.2238,9750.00,"9         ",None,,11
10279,.4499,19600.00,"9         ",None,,11
10280,.3581,15600.00,"9         ",None,,11
10285,.3939,17160.00,"9         ",None,,11
10294,.5030,21912.00,"9         ",None,,11
10296,.1924,8382.00,"9         ",None,,11
10297,.1632,7112.00,"9         ",None,,11
10298,.2571,11200.00,"9         ",None,,11
10299,.2185,9520.00,"9         ",None,,11
10300,.1851,8064.00,"9         ",None,,11
10301,.2571,11200.00,"9         ",None,,11
10302,.3030,13200.00,"9         ",None,,11
10303,.2571,11200.00,"9         ",None,,11
10304,.2571,11200.00,"9         ",None,,11
10305,.2699,11760.00,"9         ",None,,11
10306,2.4800,108028.80,"11        ",None,,72
10308,2.0800,90604.80,"9         ",None,,81
10309,1.9500,84942.00,"9         ",None,,18
10310,3.6600,159429.60,"11        ",None,,72
10313,3.3100,144183.60,"11        ",None,,
10315,.2754,12000.00,"11        ",None,,11
10316,.2416,10527.00,"11        ",None,,11
10317,.5428,23645.00,"11        ",None,,13
10318,.5000,21780.00,"11        ",None,,11
10319,.6787,29568.00,"11        ",None,,72
10320,3.1900,138956.40,"11        ",None,,68
10323,.1851,8064.00,"91        ",None,,11
10325,.4227,18417.00,"9         ",None,,11
10326,.3099,13503.00,"9         ",None,,11
10327,3.5600,155073.60,"9         ",None,,18
10330,2.9200,127195.20,"11        ",None,,
10332,.9710,42300.00,"11        ",None,,13
10333,.9556,41630.00,"11        ",None,,68
10334,.1838,8010.00,"9         ",None,,11
10335,.1893,8246.00,"9         ",None,,11
10336,.1653,7201.00,"9         ",None,,11
10337,.1664,7249.00,"9         ",None,,11
10338,.1654,7206.00,"9         ",None,,11
10339,.1656,7216.00,"9         ",None,,11
10340,.1655,7212.00,"9         ",None,,11
10341,.1655,7212.00,"9         ",None,,11
10342,.1657,7221.00,"9         ",None,,11
10343,.1656,7216.00,"9         ",None,,11
10344,.1655,7212.00,"9         ",None,,11
10345,.1655,7212.00,"9         ",None,,11
10346,.1657,7221.00,"9         ",None,,11
10347,.1874,8164.00,"9         ",None,,11
10348,.1778,7747.00,"9         ",None,,11
10349,.1670,7278.00,"9         ",None,,12
10350,.1654,7206.00,"9         ",None,,11
10351,.2302,10028.00,"9         ",None,,11
10352,.3644,15875.00,"9         ",None,,11
10353,.1667,7262.00,"9         ",None,,11
10354,.1676,7305.00,"9         ",None,,12
10355,.2070,9021.00,"9         ",None,,11
10356,.1700,7406.00,"9         ",None,,11
10357,.1657,7221.00,"9         ",None,,11
10358,.1656,7216.00,"9         ",None,,11
10359,.1655,7212.00,"9         ",None,,11
10360,.1655,7212.00,"9         ",None,,11
10361,.1657,7221.00,"9         ",None,,11
10362,.1654,7207.00,"9         ",None,,11
10363,.1653,7204.00,"9         ",None,,11
10364,.1659,7228.00,"9         ",None,,12
10365,.1652,7200.00,"9         ",None,,12
10366,.1653,7201.00,"9         ",None,,12
10367,.1653,7201.00,"9         ",None,,12
10368,.1653,7201.00,"9         ",None,,11
10369,.1653,7201.00,"9         ",None,,11
10370,.1653,7201.00,"9         ",None,,11
10371,.1673,7289.00,"9         ",None,,11
10372,.2388,10406.00,"9         ",None,,11
10373,.1980,8628.00,"9         ",None,,12
10374,3.3800,147232.80,"11        ",None,,84
10377,1.4400,.00,"91        ",None,,91
10378,2.5700,111949.20,"11        ",None,,45
10379,.3000,13068.00,"11        ",None,,91
10380,3.6700,159865.00,"11        ",None,,39
10381,.0000,22600.00,"11        ",None,,49
10381,2.5300,110206.80,"11        ",None,,49
10382,1.1200,48787.20,"11        ",None,,49
10383,4.1500,180774.00,"11        ",None,,49
10384,3.2100,139827.60,"11        ",None,,49
10385,6.7000,291852.00,"11        ",None,,48
10386,.2778,12104.00,"9         ",None,,11
10387,.1537,6699.00,"9         ",None,,11
10388,.2731,11900.00,"9         ",None,,11
10389,.1606,7000.00,"9         ",None,,11
10390,.1606,7000.00,"9         ",None,,11
10391,.1606,7000.00,"9         ",None,,11
10392,.1606,7000.00,"9         ",None,,11
10393,.5142,22400.00,"9         ",None,,11
10394,.3213,14000.00,"9         ",None,,11
10395,2.3900,104108.40,"11        ",None,,64
10399,.7013,30550.00,"11        ",None,,21
10400,.0140,613.00,"11        ",None,,59
10401,.6588,28700.00,"11        ",None,,15
10402,.1290,5618.00,"9         ",None,,11
10403,.3099,13500.00,"9         ",None,,11
10404,.2881,12550.00,"11        ",None,,59
10405,1.6400,71438.00,"11        ",None,,91
10406,.0000,9500.00,"11        ",None,,91
10407,.1033,4500.00,"11        ",None,,45
10408,.9320,40600.00,"11        ",None,,48
10409,1.3900,60548.40,"11        ",None,,69
10410,.2611,11375.00,"11        ",None,,39
10411,.1606,7000.00,"9         ",None,,11
10412,.1606,7000.00,"9         ",None,,11
10413,.3213,14000.00,"11        ",None,,63
10414,1.1200,48787.20,"11        ",None,,67
10415,.6473,28198.00,"11        ",None,,69
10416,.5066,22070.00,"9         ",None,,11
10417,.3673,16000.00,"9         ",None,,11
10419,.2467,10750.00,"9         ",None,,11
10421,.4269,18600.00,"9         ",None,,11
10422,.1951,8500.00,"9         ",None,,11
10424,.4550,19820.00,"9         ",None,,11
10425,.2731,11900.00,"9         ",None,,11
10427,.1733,7550.00,"9         ",None,,11
10428,.1698,7400.00,"9         ",None,,11
10429,.0624,2720.00,"91        ",None,,11
10430,.3558,15500.00,"9         ",None,,11
10431,.1969,8580.00,"9         ",None,,11
10432,.6476,28210.00,"11        ",None,,69
10433,1.6700,72745.20,"11        ",None,,13
10436,.1825,7952.00,"9         ",None,,11
10437,.1825,7952.00,"9         ",None,,11
10438,.1825,7952.00,"9         ",None,,11
10440,.2199,9583.00,"11        ",None,,74
10441,.0802,3496.00,"11        ",None,,76
10442,.4100,17860.00,"9         ",None,,11
10443,.3699,16117.00,"9         ",None,,11
10444,.2399,10454.00,"9         ",None,,11
10445,.1994,8690.00,"9         ",None,,11
10446,.2297,10010.00,"9         ",None,,11
10447,.2020,8800.00,"9         ",None,,11
10448,.2525,11000.00,"9         ",None,,11
10449,.5800,25265.00,"11        ",None,,72
10450,.4797,20900.00,"11        ",None,,76
10451,.5500,23958.00,"9         ",None,,12
10452,.3399,14810.00,"9         ",None,,11
10454,.2100,9148.00,"9         ",None,,11
10455,.2100,9148.00,"9         ",None,,11
10458,.1900,8276.00,"9         ",None,,11
10461,.7500,32670.00,"9         ",None,,11
10462,.2000,8712.00,"9         ",None,,11
10465,.8717,37973.00,"9         ",None,,11
10466,.5699,24829.00,"9         ",None,,11
10467,.4699,20473.00,"9         ",None,,11
10469,.2629,11452.00,"9         ",None,,11
10470,.2289,9972.00,"9         ",None,,11
10471,.1710,7453.00,"91        ",None,,11
10472,.8199,35719.00,"9         ",None,,11
10473,.5300,23087.00,"9         ",None,,11
10475,.4800,20909.00,"9         ",None,,11
10476,.2700,11761.20,"91        ",None,,11
10477,3.6600,159429.60,"9         ",None,,18
10478,.9299,40510.00,"9         ",None,,11
10479,.3000,13068.00,"9         ",None,,11
10480,.0286,1246.00,"91        ",None,,11
10481,.4199,18295.00,"9         ",None,,11
10482,.4399,19166.00,"9         ",None,,11
10483,.1606,7000.00,"9         ",None,,11
10484,.1606,7000.00,"9         ",None,,11
10485,.2609,11365.00,"9         ",None,,11
10488,.2572,11207.00,"11        ",None,,69
10489,.2341,10200.00,"11        ",None,,58
10490,.2123,9250.00,"9         ",None,,11
10491,.2123,9250.00,"9         ",None,,11
10492,.2380,10367.28,"11        ",None,,74
10500,.1606,7000.00,"9         ",None,,11
10501,.1606,7000.00,"11        ",None,,58
10501,,,"11        ",,,58
10502,.1606,7000.00,"11        ",None,,58
10503,.3099,13500.00,"11        ",None,,53
10503,,,"11        ",,,53
10504,.0860,3750.00,"11        ",None,,53
10505,.0860,3750.00,"11        ",None,,53
10506,.2295,10000.00,"11        ",None,,69
10507,.4508,19636.85,"11        ",None,,64
10509,.0137,600.00,"11        ",None,,45
10511,.2892,12600.00,"9         ",None,,11
10512,.3213,14000.00,"9         ",None,,11
10520,.1606,9100.00,"9         ",None,,12
10521,.4820,21000.00,"11        ",None,,13
10522,.3213,14000.00,"11        ",None,,13
10526,.2410,10500.00,"9         ",None,,11
10527,.3443,15000.00,"9         ",None,,11
10528,.1721,7500.00,"9         ",None,,11
10529,.1721,7500.00,"9         ",None,,11
10530,.1721,7500.00,"9         ",None,,11
10534,.2203,9600.00,"9         ",None,,11
10536,.8034,35000.00,"11        ",None,,46
10537,1.0651,46400.00,"11        ",None,,54
10537,,,"11        ",,,54
10538,.0688,3000.00,"9         ",None,,11
10539,.2272,9900.00,"11        ",None,,72
10540,.0573,2500.00,"9         ",None,,11
10541,.0916,3990.00,"11        ",None,,53
10542,.0220,960.00,"11        ",None,,61
10543,.0208,910.00,"11        ",None,,65
10544,.1285,5600.00,"11        ",None,,56
10544,,,"11        ",,,56
10546,.0867,3780.00,"11        ",None,,65
10547,.3213,14000.00,"11        ",None,,69
10549,.0000,.00,"11        ",None,,56
10552,.1606,7000.00,"9         ",None,,11
10553,.1606,7000.00,"9         ",None,,11
10554,.1606,7000.00,"11        ",None,,55
10555,.1147,5000.00,"11        ",None,,46
10556,.0918,4000.00,"11        ",None,,65
10557,.0303,1320.00,"11        ",None,,56
10558,.0213,930.00,"11        ",None,,65
10559,.0344,1500.00,"11        ",None,,57
10560,.0282,1230.00,"11        ",None,,65
10561,.0270,1179.00,"11        ",None,,46
10562,.0441,1921.00,"11        ",None,,54
10563,.0597,2603.00,"11        ",None,,54
10564,.1068,4653.00,"11        ",None,,46
10565,.0739,3220.00,"11        ",None,,65
10567,.1147,5000.00,"11        ",None,,65
10568,.1068,4653.00,"11        ",None,,46
10569,.1068,4653.00,"11        ",None,,46
10570,.1068,4653.00,"11        ",None,,46
10571,.0964,4200.00,"11        ",None,,53
10572,.0964,4200.00,"11        ",None,,53
10575,.1446,6299.00,"11        ",None,,48
10585,.7981,34768.00,"11        ",None,,65
10586,.2238,9750.00,"9         ",None,,11
10587,.2926,12750.00,"9         ",None,,11
10588,.3443,15000.00,"9         ",None,,11
10593,.1864,8120.00,"9         ",None,,11
10594,.2506,10920.00,"9         ",None,,11
10595,.2458,10710.00,"9         ",None,,11
10596,.4097,17850.00,"9         ",None,,11
10597,.4591,20000.00,"9         ",None,,11
10599,.3213,14000.00,"9         ",None,,11
10602,.1606,7000.00,"9         ",None,,11
10603,.1606,7000.00,"9         ",None,,11
10604,.4499,19600.00,"9         ",None,,11
10605,.3213,14000.00,"9         ",None,,11
10606,.3213,14000.00,"9         ",None,,12
10607,.3213,14000.00,"9         ",None,,11
10608,.2341,10200.00,"11        ",None,,59
10609,.1515,6600.00,"9         ",None,,11
10610,.2571,11200.00,"9         ",None,,11
10611,.1606,7000.00,"11        ",None,,12
10614,.2066,9000.00,"9         ",None,,11
10615,.1147,5000.00,"9         ",None,,11
10616,.1606,7000.00,"9         ",None,,11
10617,.1606,7000.00,"9         ",None,,11
10618,.1606,7000.00,"9         ",None,,11
10619,.1606,7000.00,"11        ",None,,72
10620,.0918,4000.00,"11        ",None,,11
10621,.2295,10000.00,"11        ",None,,72
10622,.4820,21000.00,"11        ",None,,67
10623,.5119,22301.00,"11        ",None,,48
10624,.1606,7000.00,"9         ",None,,11
10625,.1606,7000.00,"11        ",None,,72
10626,.1606,7000.00,"9         ",None,,11
10627,.1606,7000.00,"9         ",None,,11
10628,.1606,7000.00,"9         ",None,,11
10629,.1664,7250.00,"9         ",None,,11
10630,.1033,4500.00,"9         ",None,,11
10631,.4499,19600.00,"9         ",None,,11
10632,.1606,7000.00,"9         ",None,,11
10633,.1606,7000.00,"9         ",None,,11
10634,.4017,17500.00,"9         ",None,,11
10635,.5681,24750.00,"9         ",None,,76
10636,.8356,36400.00,"11        ",None,,71
10637,.1928,8400.00,"9         ",None,,11
10638,.3856,16800.00,"9         ",None,,11
10639,1.9200,83635.20,"9         ",None,,76
10640,3.8900,169448.40,"11        ",None,,68
10641,.1606,7000.00,"9         ",None,,11
10642,.1606,7000.00,"9         ",None,,11
10643,.1606,7000.00,"11        ",None,,12
10644,.1606,7000.00,"9         ",None,,11
10645,.1606,7000.00,"9         ",None,,11
10646,.1606,7000.00,"9         ",None,,11
10647,.1542,6720.00,"9         ",None,,11
10648,.1992,8680.00,"9         ",None,,11
10649,.3213,14000.00,"9         ",None,,11
10650,.1606,7000.00,"9         ",None,,11
10651,.2410,10500.00,"9         ",None,,11
10654,.2410,10500.00,"9         ",None,,11
10655,.1515,6600.00,"11        ",None,,12
10656,.2410,10500.00,"9         ",None,,11
10657,.2410,10500.00,"9         ",None,,11
10658,.1320,5750.00,"9         ",None,,
10659,.1377,6000.00,"9         ",None,,
10660,2.7500,119790.00,"9         ",None,,76
10661,.4133,18000.00,"11        ",None,,72
10662,2.1100,91911.60,"11        ",None,,68
10665,.3213,14000.00,"9         ",None,,11
10666,.1606,7000.00,"9         ",None,,11
10667,.1606,7000.00,"9         ",None,,11
10668,.2410,10500.00,"9         ",None,,11
10669,.2869,12500.00,"9         ",None,,11
10670,.1147,5000.00,"9         ",None,,11
10671,.3213,14000.00,"9         ",None,,11
10672,.2410,10500.00,"9         ",None,,11
10673,.2410,10500.00,"9         ",None,,11
10674,.2410,10500.00,"9         ",None,,11
10675,.2410,10500.00,"9         ",None,,11
10676,.2410,10500.00,"9         ",None,,11
10677,.4017,17500.00,"9         ",None,,11
10678,.1606,7000.00,"9         ",None,,11
10679,.1606,7000.00,"9         ",None,,11
10680,.1606,7000.00,"9         ",None,,11
10681,.1606,7000.00,"9         ",None,,11
10682,.3164,13785.00,"9         ",None,,11
10683,.1656,7215.00,"9         ",None,,12
10684,.2410,10500.00,"9         ",None,,11
10685,.2410,10500.00,"9         ",None,,11
