prop_id,owner_id,exmpt_type_cd,exmpt_subtype_cd,exemption_pct
65611,170951,SNR/DSBL,SA,100.00
65622,208801,SNR/DSBL,"SA   ",100.00
65674,193113,EX,DOR,100.00
65710,68779,SNR/DSBL,EX(DOR),96.61
65717,27895,EX,"GOVT ",
65718,68777,EX,DOR,100.00
65721,203054,SNR/DSBL,SA,100.00
65724,159495,EX,DOR,100.00
65750,433781,SNR/DSBL,SA,100.00
65805,51234,SNR/DSBL,SB,100.00
65809,46205,SNR/DSBL,"SA   ",84.00
65859,201904,SNR/DSBL,"SA   ",100.00
65904,47062,EX,"GOVT ",
65905,159495,EX,DOR,100.00
65917,151105,SNR/DSBL,SA,100.00
65938,26174,SNR/DSBL,SC,100.00
65947,101144,SNR/DSBL,SA,100.00
65967,124033,SNR/DSBL,SC,100.00
65977,33528,SNR/DSBL,SC,100.00
66012,143509,SNR/DSBL,SA,100.00
66025,151427,SNR/DSBL,SA,100.00
66040,47044,EX,"GOVT ",
66042,47044,EX,"GOVT ",
66044,47062,EX,"GOVT ",
66088,45895,SNR/DSBL,SA,97.85
66089,121587,SNR/DSBL,SA,100.00
66122,133166,SNR/DSBL,SB,100.00
66123,132900,SNR/DSBL,"SA   ",100.00
66148,438899,SNR/DSBL,SA,100.00
66186,159817,SNR/DSBL,SA,100.00
66196,471609,SNR/DSBL,SA,100.00
66219,219182,SNR/DSBL,SB,100.00
66224,424555,EX,GOVT,100.00
66225,424555,EX,GOVT,100.00
66226,424555,EX,GOVT,100.00
66249,82205,SNR/DSBL,"SA   ",100.00
66253,130025,EX,"GOVT ",
66349,17714,EX,"GOVT ",
66350,61599,EX,GOVT,100.00
66407,47044,EX,"GOVT ",
66667,166291,SNR/DSBL,SB,100.00
66668,31830,SNR/DSBL,"SA   ",100.00
66673,119766,SNR/DSBL,SA,100.00
66703,214392,DOR,,100.00
66705,472081,SNR/DSBL,SA,100.00
66741,27895,EX,"GOVT ",
66763,145155,SNR/DSBL,SA,100.00
66764,432909,SNR/DSBL,SC,100.00
66885,433707,SNR/DSBL,SA,25.00
66924,17743,EX,"GOVT ",
66940,453283,SNR/DSBL,SA,100.00
66941,199972,SNR/DSBL,SA,100.00
66944,98514,SNR/DSBL,"SA   ",100.00
66946,55152,SNR/DSBL,SA,100.00
66969,213173,SNR/DSBL,"SA   ",100.00
66975,44843,SNR/DSBL,"SA   ",100.00
66988,90520,SNR/DSBL,"SA   ",100.00
66989,58274,SNR/DSBL,SC,100.00
66993,140259,SNR/DSBL,SA,100.00
67010,27650,SNR/DSBL,SA,100.00
67014,121730,SNR/DSBL,SA,100.00
67031,456678,SNR/DSBL,SA,100.00
13879,27854,EX,"GOVT ",
13880,102421,EX,"GOVT ",
13931,61531,EX,DOR,100.00
13932,61533,EX,GOVT,100.00
13946,161658,SNR/DSBL,SA,100.00
13947,61531,DOR,,100.00
14012,174391,SNR/DSBL,SC,100.00
14018,133126,EX,DOR,100.00
14019,133126,EX,DOR,100.00
14021,133126,EX,DOR,100.00
14033,171678,SNR/DSBL,SA,100.00
14073,22112,SNR/DSBL,SA,100.00
14074,127477,SNR/DSBL,SA,100.00
14088,110046,SNR/DSBL,"SA   ",100.00
14089,113608,SNR/DSBL,SB,100.00
14098,138685,SNR/DSBL,SA,100.00
14104,221668,SNR/DSBL,SA,100.00
14128,193793,SNR/DSBL,SA,100.00
14132,44904,SNR/DSBL,SA,100.00
14149,144959,SNR/DSBL,"SA   ",100.00
14156,103958,SNR/DSBL,"SA   ",100.00
14180,75880,SNR/DSBL,SA,100.00
14190,27685,EX,DOR,100.00
14204,186401,SNR/DSBL,SB,100.00
14208,132998,SNR/DSBL,SA,100.00
14218,179268,SNR/DSBL,SB,100.00
14229,67261,SNR/DSBL,"SA   ",100.00
14245,461402,SNR/DSBL,SA,100.00
14256,453246,SNR/DSBL,SA,100.00
14282,61285,EX,DOR,100.00
14299,457631,SNR/DSBL,SA,100.00
14311,129313,SNR/DSBL,SA,50.00
14347,32908,SNR/DSBL,SB,100.00
14376,44582,SNR/DSBL,SC,100.00
14390,71767,SNR/DSBL,SB,100.00
14394,110208,SNR/DSBL,SA,100.00
14431,62361,SNR/DSBL,SA,100.00
14491,42205,SNR/DSBL,SA,100.00
14514,136203,EX,DOR,100.00
14563,27696,EX,DOR,100.00
14568,30725,EX,DOR,100.00
14604,433847,SNR/DSBL,SA,100.00
14611,27873,EX,"GOVT ",
14614,130877,SNR/DSBL,SB,100.00
14619,433597,SNR/DSBL,SC,100.00
14622,17695,EX,GOVT,100.00
14623,17695,EX,GOVT,100.00
14624,17695,EX,GOVT,100.00
14625,17695,EX,GOVT,100.00
14626,17695,EX,GOVT,100.00
14627,17695,EX,GOVT,100.00
14628,17695,EX,GOVT,100.00
14629,17695,EX,GOVT,100.00
14630,17695,EX,GOVT,100.00
14631,17696,EX,GOVT,100.00
14632,17696,EX,GOVT,100.00
14633,17696,EX,GOVT,100.00
14634,17696,EX,GOVT,100.00
14635,17696,EX,GOVT,100.00
14636,17696,EX,GOVT,100.00
14637,17696,EX,GOVT,100.00
14659,151199,SNR/DSBL,SA,100.00
14685,27854,EX,"GOVT ",
14702,27854,EX,"GOVT ",
14725,147750,SNR/DSBL,SA,100.00
14726,449831,SNR/DSBL,SA,100.00
14733,18461,EX,DOR,100.00
14754,17772,EX,"GOVT ",
14812,123912,SNR/DSBL,SA,100.00
14813,196122,SNR/DSBL,SA,100.00
14823,84628,SNR/DSBL,SA,100.00
14849,85032,SNR/DSBL,"SA   ",100.00
14865,27854,EX,"GOVT ",
14885,27854,EX,"GOVT ",
14886,112184,SNR/DSBL,SA,100.00
14888,108824,SNR/DSBL,SA,100.00
14891,22903,SNR/DSBL,SA,100.00
14893,92565,SNR/DSBL,SA,100.00
14897,202482,SNR/DSBL,SA,100.00
14899,138363,SNR/DSBL,SA,100.00
14918,176760,SNR/DSBL,SA,100.00
14921,207746,SNR/DSBL,SA,100.00
14969,59761,SNR/DSBL,SA,100.00
14979,225611,SNR/DSBL,SB,100.00
14991,418680,SNR/DSBL,SA,100.00
14994,27854,EX,"GOVT ",
14996,81213,SNR/DSBL,SA,100.00
15016,447308,SNR/DSBL,"SA   ",100.00
15029,48551,SNR/DSBL,SA,100.00
15042,42750,SNR/DSBL,SA,100.00
15068,422319,SNR/DSBL,SA,100.00
15104,89343,SNR/DSBL,SA,100.00
15143,47060,EX,"GOVT ",
15172,19958,EX,"GOVT ",
15221,27917,EX,"GOVT ",
15238,27917,EX,"GOVT ",
15272,27917,EX,"GOVT ",
15523,27895,EX,"GOVT ",
15566,127196,SNR/DSBL,"SA   ",100.00
15588,47044,EX,"GOVT ",
15589,419016,EX,"GOVT ",
15590,27895,EX,"GOVT ",
15598,97556,EX,DOR,100.00
15601,209933,EX,DOR,100.00
15605,205732,EX,DOR,100.00
15635,217225,SNR/DSBL,SA,100.00
15637,132293,SNR/DSBL,SC,100.00
15654,49034,SNR/DSBL,SA,100.00
15661,461278,SNR/DSBL,SA,100.00
15671,91134,EX,"GOVT ",
15696,217663,SNR/DSBL,SA,100.00
15722,203322,SNR/DSBL,SA,100.00
15727,153489,SNR/DSBL,SA,100.00
15763,28921,SNR/DSBL,SA,100.00
15779,217469,SNR/DSBL,SA,100.00
15788,11520,EX,DOR,100.00
15789,190119,SNR/DSBL,SA,100.00
15797,190697,SNR/DSBL,SA,100.00
15800,91043,EX,DOR,100.00
15801,91043,EX,DOR,100.00
15802,83668,EX,DOR,100.00
15811,27688,EX,DOR,100.00
15834,110168,EX,DOR,100.00
15845,27895,EX,"GOVT ",
15878,42701,SNR/DSBL,"SA   ",100.00
15896,420056,SNR/DSBL,SA,100.00
15945,179567,EX,DOR,100.00
15960,148523,SNR/DSBL,"SA   ",100.00
15971,121599,SNR/DSBL,SC,100.00
15982,177020,SNR/DSBL,"SA   ",100.00
15996,51399,SNR/DSBL,SA,100.00
16002,91093,EX,DOR,100.00
16003,91093,EX,DOR,100.00
16004,91093,EX,DOR,100.00
16005,175697,EX,DOR,100.00
16040,63553,SNR/DSBL,"SA   ",100.00
16143,197488,SNR/DSBL,SA,100.00
16150,61351,SNR/DSBL,SA,100.00
16151,60464,SNR/DSBL,SA,100.00
16158,209624,SNR/DSBL,SA,100.00
16204,47076,EX,"GOVT ",
16227,169856,SNR/DSBL,SA,100.00
16245,33403,SNR/DSBL,SA,100.00
16258,20733,SNR/DSBL,SA,50.00
16275,91134,EX,"GOVT ",
16276,47076,EX,"GOVT ",
16283,84462,SNR/DSBL,"SA   ",50.00
16301,424879,EX,"GOVT ",
16308,29564,EX,GOVT,100.00
16324,17705,EX,"GOVT ",
16328,47044,EX,"GOVT ",
16332,94289,EX,UTL,100.00
16333,47062,EX,"GOVT ",
16334,47062,EX,"GOVT ",
16348,47044,EX,"GOVT ",
16350,17693,EX,GOVT,100.00
16358,47044,EX,"GOVT ",
16359,47062,EX,"GOVT ",
16372,111980,U500,,
16385,124753,EX,UTL,100.00
16408,86965,EX,"GOVT ",
16409,86956,EX,"GOVT ",
16410,86956,EX,"GOVT ",
16480,17767,EX,"GOVT ",
16483,141526,SNR/DSBL,"SA   ",100.00
37111,151605,EX,DOR,100.00
37139,25688,SNR/DSBL,"SA   ",100.00
37145,213700,SNR/DSBL,SA,100.00
37154,74070,SNR/DSBL,SB,100.00
37166,209387,SNR/DSBL,SA,100.00
37167,193688,SNR/DSBL,"SA   ",100.00
37171,198230,SNR/DSBL,SA,100.00
37179,25151,SNR/DSBL,SA,100.00
37196,211880,SNR/DSBL,SA,100.00
37200,471503,SNR/DSBL,SB,100.00
37203,205230,SNR/DSBL,SA,100.00
37212,146849,SNR/DSBL,SA,100.00
37217,50680,SNR/DSBL,SB,100.00
37223,89585,SNR/DSBL,SA,100.00
37228,196497,SNR/DSBL,SA,100.00
37284,88163,EX,GOVT,100.00
37297,202775,SNR/DSBL,SC,100.00
37302,206261,SNR/DSBL,SA,50.00
37304,438484,SNR/DSBL,"SA   ",100.00
37328,150987,SNR/DSBL,"SA   ",100.00
37361,88110,SNR/DSBL,SA,100.00
37381,140843,SNR/DSBL,SA,100.00
37383,210226,SNR/DSBL,SA,100.00
37406,169425,SNR/DSBL,SA,100.00
37414,14567,SNR/DSBL,SA,100.00
37430,212987,SNR/DSBL,"SA   ",100.00
37436,222161,SNR/DSBL,SA,100.00
37441,113441,SNR/DSBL,SA,100.00
37444,17005,SNR/DSBL,"SA   ",100.00
37461,61629,EX,"GOVT ",
37484,27873,EX,"GOVT ",
37494,433579,SNR/DSBL,"SA   ",100.00
37524,209861,SNR/DSBL,SA,100.00
37525,135287,SNR/DSBL,"SA   ",100.00
37582,127369,SNR/DSBL,"SA   ",100.00
37623,170388,SNR/DSBL,SC,100.00
37632,105896,SNR/DSBL,SA,100.00
37682,440551,SNR/DSBL,"SA   ",100.00
37702,169393,SNR/DSBL,SA,100.00
37728,170424,SNR/DSBL,SB,100.00
37756,441200,SNR/DSBL,"SA   ",100.00
37772,469054,SNR/DSBL,SB,100.00
37777,114293,SNR/DSBL,"SA   ",100.00
37778,27854,EX,"GOVT ",
37784,41457,EX,DOR,100.00
37793,440166,SNR/DSBL,SA,100.00
37794,171667,SNR/DSBL,SA,100.00
37809,471413,SNR/DSBL,SA,100.00
37833,61444,SNR/DSBL,SA,100.00
37859,462663,SNR/DSBL,SB,100.00
37934,82662,SNR/DSBL,"SA   ",100.00
37936,430719,SNR/DSBL,SA,100.00
37942,447092,SNR/DSBL,SA,100.00
38042,208146,SNR/DSBL,SB,100.00
38051,152940,SNR/DSBL,"SA   ",100.00
38063,61629,EX,"GOVT ",
38088,106629,SNR/DSBL,SB,100.00
38113,449200,SNR/DSBL,SA,100.00
38117,133415,SNR/DSBL,SA,100.00
38129,168128,SNR/DSBL,SA,100.00
38131,445685,SNR/DSBL,SA,100.00
38176,47159,SNR/DSBL,SA,100.00
38217,27854,EX,"GOVT ",
38223,37233,SNR/DSBL,SA,100.00
38224,478494,SNR/DSBL,SA,100.00
38237,221125,SNR/DSBL,SB,100.00
38247,88229,SNR/DSBL,SA,100.00
38252,456485,SNR/DSBL,SA,100.00
38262,222827,SNR/DSBL,SA,50.00
38274,61593,EX,"GOVT ",
38318,197032,SNR/DSBL,SA,100.00
38320,39522,SNR/DSBL,SA,100.00
38366,424526,EX,"GOVT ",
38367,93665,EX,GOVT,100.00
38380,47044,EX,"GOVT ",
38396,26323,EX,DOR,100.00
38404,17611,EX,DOR,100.00
38405,17610,DOR,,100.00
38425,47044,EX,"GOVT ",
38451,62417,EX,"GOVT ",
38455,62415,EX,"GOVT ",
38465,38322,SNR/DSBL,SA,100.00
38505,25546,SNR/DSBL,SB,100.00
38514,168942,SNR/DSBL,SA,100.00
38532,84762,SNR/DSBL,SA,100.00
38537,34487,SNR/DSBL,SA,100.00
38547,143673,SNR/DSBL,SA,100.00
38567,164002,SNR/DSBL,SA,100.00
38601,423622,SNR/DSBL,SA,100.00
38603,170735,SNR/DSBL,SA,100.00
38636,27917,EX,"GOVT ",
38643,27895,EX,"GOVT ",
38648,47044,EX,"GOVT ",
38649,47044,EX,"GOVT ",
38650,47044,EX,"GOVT ",
38651,47044,EX,"GOVT ",
38652,424531,EX,"GOVT ",
38653,424531,EX,"GOVT ",
38654,47062,EX,"GOVT ",
38656,47044,EX,"GOVT ",
38658,47062,EX,"GOVT ",
38710,171279,SNR/DSBL,"SA   ",100.00
38792,55254,SNR/DSBL,"SA   ",100.00
38796,435686,SNR/DSBL,SC,100.00
38856,222227,SNR/DSBL,"SA   ",100.00
38937,172543,SNR/DSBL,"SA   ",100.00
38978,112014,SNR/DSBL,SA,100.00
38989,193545,SNR/DSBL,SA,100.00
39039,55883,SNR/DSBL,SA,100.00
39052,430222,SNR/DSBL,SA,100.00
39086,177680,SNR/DSBL,SA,100.00
39114,38108,SNR/DSBL,SA,100.00
39130,19610,SNR/DSBL,SA,100.00
39149,22044,SNR/DSBL,SA,100.00
39194,104253,SNR/DSBL,SC,100.00
39208,27686,EX,DOR,100.00
39215,17747,EX,"GOVT ",
39242,181431,SNR/DSBL,SA,100.00
39255,481599,SNR/DSBL,SA,100.00
39273,168629,SNR/DSBL,SA,100.00
39311,169623,SNR/DSBL,"SA   ",100.00
39326,93571,SNR/DSBL,SC,100.00
39346,194023,SNR/DSBL,SB,100.00
39358,203636,SNR/DSBL,SA,100.00
39379,424581,SNR/DSBL,SA,100.00
39404,75927,SNR/DSBL,SB,100.00
39411,42828,SNR/DSBL,SA,100.00
39477,176333,SNR/DSBL,SA,100.00
39501,185828,SNR/DSBL,"SA   ",100.00
39540,61629,EX,"GOVT ",
39541,458294,SNR/DSBL,SA,100.00
39554,179582,SNR/DSBL,SB,100.00
39587,145059,SNR/DSBL,SA,100.00
39591,41988,SNR/DSBL,SB,100.00
39601,112644,SNR/DSBL,SA,100.00
39623,174522,SNR/DSBL,SA,100.00
39631,47091,SNR/DSBL,"SA   ",100.00
39707,430242,SNR/DSBL,SA,100.00
39710,92039,SNR/DSBL,SA,100.00
39711,23205,EX,"GOVT ",
39758,194527,EX,"GOVT ",
39767,194527,EX,"GOVT ",
39769,194527,EX,"GOVT ",
39793,194527,EX,"GOVT ",
39822,23632,SNR/DSBL,SA,100.00
39841,202614,SNR/DSBL,SC,100.00
39860,102426,EX,"GOVT ",
39873,61588,EX,GOVT,100.00
39875,424361,EX,"GOVT ",
39891,27895,EX,"GOVT ",
39892,102423,EX,"GOVT ",
39909,27895,EX,"GOVT ",
39948,206889,SNR/DSBL,SA,100.00
39955,193070,SNR/DSBL,SA,100.00
39959,27895,EX,"GOVT ",
39961,102529,EX,"GOVT ",
39964,27895,EX,"GOVT ",
39965,47044,EX,"GOVT ",
39966,27895,EX,"GOVT ",
39985,17674,EX,"GOVT ",
40069,431867,SNR/DSBL,SA,100.00
40084,288766,SNR/DSBL,SA,59.60
296807,418859,EX,"GOVT ",
296808,418859,EX,"GOVT ",
296822,25921,EX,UTL,100.00
296823,25908,EX,UTL,100.00
296841,164260,EX,"GOVT ",
296875,177168,SNR/DSBL,SA,76.71
296896,27854,EX,"GOVT ",
296899,130025,EX,"GOVT ",
297039,27895,EX,"GOVT ",
297040,27895,EX,"GOVT ",
297041,27895,EX,"GOVT ",
297042,27895,EX,"GOVT ",
297054,130025,EX,"GOVT ",
297066,126650,EX,"GOVT ",
297082,188395,U500,,
297134,113102,EX,"GOVT ",
297136,113102,EX,"GOVT ",
297154,193599,SNR/DSBL,SA,100.00
297228,159317,U500,,
297264,187109,SNR/DSBL,SA,100.00
297269,130025,EX,"GOVT ",
297275,130025,EX,"GOVT ",
297282,130025,EX,GOVT,100.00
297303,211204,U500,,
297313,61593,EX,"GOVT ",
297317,130025,EX,"GOVT ",
297321,193273,SNR/DSBL,SB,100.00
297336,190479,U500,,
297395,27917,EX,"GOVT ",
297396,27895,EX,"GOVT ",
297429,451624,SNR/DSBL,SA,100.00
297500,190736,HOF,HOF,100.00
297502,190740,U500,,
297510,206274,U500,,
297548,197043,SNR/DSBL,SA,100.00
297557,214050,SNR/DSBL,SA,100.00
297573,27853,EX,GOVT,100.00
297575,27853,EX,GOVT,100.00
297604,17670,EX,"GOVT ",
297607,469530,SNR/DSBL,SA,100.00
297616,27861,EX,"GOVT ",
297617,27861,EX,"GOVT ",
297618,27861,EX,"GOVT ",
297619,27861,EX,"GOVT ",
297620,27861,EX,"GOVT ",
297621,27861,EX,"GOVT ",
297687,191302,U500,,
297700,437541,DOR,,100.00
297720,207840,EX,"GOVT ",
297770,191681,SNR/DSBL,SA,100.00
297772,219575,SNR/DSBL,SA,100.00
297814,27895,EX,"GOVT ",
297815,27895,EX,"GOVT ",
297816,27895,EX,"GOVT ",
297819,27895,EX,"GOVT ",
297829,86978,EX,"GOVT ",
297830,126941,EX,"GOVT ",
297867,86956,EX,"GOVT ",
297921,121569,SNR/DSBL,SA,100.00
297923,197260,SNR/DSBL,SA,100.00
297964,27895,EX,"GOVT ",
297965,27895,EX,"GOVT ",
297968,27895,EX,"GOVT ",
297970,27895,EX,"GOVT ",
297971,27895,EX,"GOVT ",
298073,61597,EX,"GOVT ",
298076,61595,EX,"GOVT ",
298078,61597,EX,"GOVT ",
298187,422155,SNR/DSBL,SA,100.00
298203,27895,EX,"GOVT ",
298204,27895,EX,"GOVT ",
298207,27895,EX,"GOVT ",
298208,27895,EX,"GOVT ",
298210,27895,EX,"GOVT ",
298211,27895,EX,"GOVT ",
298242,192707,EX,"GOVT ",
298293,28963,SNR/DSBL,SA,100.00
298314,466072,SNR/DSBL,SA,100.00
298362,222704,SNR/DSBL,SA,100.00
298365,27895,EX,"GOVT ",
298367,418742,EX,"GOVT ",
298368,418742,EX,"GOVT ",
298369,418742,EX,"GOVT ",
298380,202116,SNR/DSBL,SB,100.00
298384,426092,SNR/DSBL,SA,100.00
298392,211316,SNR/DSBL,SA,100.00
298400,27895,EX,"GOVT ",
298419,27895,EX,"GOVT ",
298455,130025,EX,"GOVT ",
298456,130025,EX,"GOVT ",
298457,130025,EX,"GOVT ",
298458,130025,EX,"GOVT ",
298459,130025,EX,"GOVT ",
298460,130025,EX,"GOVT ",
298461,130025,EX,"GOVT ",
298462,130025,EX,"GOVT ",
298466,130025,EX,"GOVT ",
298467,130025,EX,"GOVT ",
298469,130025,EX,"GOVT ",
298470,130025,EX,"GOVT ",
298471,130025,EX,"GOVT ",
298472,130025,EX,"GOVT ",
298473,130025,EX,"GOVT ",
298474,130025,EX,"GOVT ",
298475,130025,EX,"GOVT ",
298476,130025,EX,"GOVT ",
298496,186717,DOR,,100.00
298500,59230,SNR/DSBL,SA,100.00
298503,130025,EX,"GOVT ",
298515,198755,EX,DOR,100.00
298540,27917,EX,"GOVT ",
298564,164260,EX,"GOVT ",
298577,421329,SNR/DSBL,SA,100.00
298582,27895,EX,"GOVT ",
298583,91137,EX,"GOVT ",
298623,194949,HOF,HOF,
298624,468942,EX,DOR,100.00
298628,185784,U500,,
298632,442371,U500,,
298658,455894,EX,DOR,100.00
298662,47044,EX,"GOVT ",
298663,47044,EX,"GOVT ",
298664,195017,U500,,
298670,195036,U500,,
298678,27917,EX,"GOVT ",
298687,195901,SNR/DSBL,EX(DOR),100.00
298688,204903,U500,,
298689,195901,SNR/DSBL,EX(DOR),100.00
298723,195244,U500,,
298735,195267,U500,,
298748,61597,EX,"GOVT ",
298768,195325,U500,,
298777,122840,EX,DOR,100.00
298804,195454,U500,,
298867,195549,U500,,
298869,195554,U500,,
298890,195583,U500,,
298916,195647,U500,,
298921,462849,U500,,
298962,195765,U500,,
298993,467691,SNR/DSBL,"SA   ",100.00
299002,196018,U500,,
299006,196025,EX,DOR,100.00
299019,27895,EX,"GOVT ",
299021,101941,SNR/DSBL,"SA   ",100.00
299027,458752,SNR/DSBL,SB,100.00
299038,201261,SNR/DSBL,SA,100.00
299039,205863,SNR/DSBL,"SA   ",100.00
299040,205977,SNR/DSBL,"SA   ",100.00
299056,61167,SNR/DSBL,"SA   ",100.00
299058,223629,SNR/DSBL,SA,100.00
299141,196197,U500,,
299217,196365,U500,,
299228,196376,U500,,
299230,196381,U500,,
299233,196393,U500,,
299249,196429,U500,,
299257,86986,EX,"GOVT ",
299258,86986,EX,"GOVT ",
299259,423263,EX,DOR,100.00
299268,197519,U500,,
299332,17823,EX,"GOVT ",
299334,17823,EX,"GOVT ",
299343,196675,U500,,
299363,124356,SNR/DSBL,SA,100.00
299369,437236,SNR/DSBL,SA,100.00
299388,167735,SNR/DSBL,"SA   ",100.00
299390,27882,EX,GOVT,100.00
299393,87995,EX,DOR,100.00
299403,187121,SNR/DSBL,SA,100.00
299418,17823,EX,"GOVT ",
299424,196777,U500,,
299427,196780,U500,,
299431,196796,U500,,
299436,196805,U500,,
299446,196823,U500,,
299461,433872,EX,DOR,100.00
299477,27917,EX,"GOVT ",
299478,199645,U500,,
299561,27917,EX,"GOVT ",
67057,28482,SNR/DSBL,SA,100.00
67063,46288,SNR/DSBL,SA,100.00
67070,69872,SNR/DSBL,"SA   ",100.00
67071,117461,SNR/DSBL,SA,100.00
67078,226120,SNR/DSBL,"SA   ",100.00
67116,223269,SNR/DSBL,"SA   ",100.00
67129,217790,EX,DOR,100.00
67132,29400,DOR,,100.00
67135,27854,EX,"GOVT ",
67183,112263,SNR/DSBL,SA,100.00
67221,44791,SNR/DSBL,"SA   ",100.00
67226,181435,SNR/DSBL,SA,100.00
67277,222352,SNR/DSBL,SA,100.00
67279,441229,SNR/DSBL,SB,100.00
67292,41490,EX,DOR,100.00
67293,41490,EX,DOR,100.00
67296,210465,SNR/DSBL,SA,100.00
67301,113917,SNR/DSBL,SA,100.00
67333,182255,SNR/DSBL,SA,100.00
67342,446991,SNR/DSBL,SA,100.00
67364,84851,SNR/DSBL,SA,100.00
67367,476518,SNR/DSBL,SA,50.00
67402,13696,SNR/DSBL,"SA   ",100.00
67412,27854,EX,"GOVT ",
67426,27854,EX,"GOVT ",
67442,91296,SNR/DSBL,SA,100.00
67447,98061,SNR/DSBL,"SB   ",100.00
67452,102434,EX,"GOVT ",
67453,102434,EX,"GOVT ",
67486,102434,EX,"GOVT ",
67493,72975,SNR/DSBL,"SA   ",100.00
67498,46583,SNR/DSBL,SB,100.00
67525,424161,EX,"GOVT ",
67527,102434,EX,"GOVT ",
67528,91134,EX,"GOVT ",
67532,110101,EX,FED,
67535,47044,EX,"GOVT ",
67536,47044,EX,"GOVT ",
67538,47078,EX,"GOVT ",
67539,47041,EX,"GOVT ",
67540,102434,EX,"GOVT ",
67541,102434,EX,"GOVT ",
67542,102434,EX,"GOVT ",
67543,102434,EX,"GOVT ",
67544,102434,EX,"GOVT ",
67545,102434,EX,"GOVT ",
67546,102434,EX,"GOVT ",
67547,102434,EX,"GOVT ",
67548,102434,EX,"GOVT ",
67549,102434,EX,"GOVT ",
67550,102434,EX,"GOVT ",
67551,102434,EX,"GOVT ",
67552,102434,EX,"GOVT ",
67555,17695,EX,GOVT,100.00
67561,102434,EX,"GOVT ",
67563,102434,EX,"GOVT ",
67564,102434,EX,"GOVT ",
67565,35067,EX,"GOVT ",
67566,102434,EX,"GOVT ",
67569,102434,EX,"GOVT ",
67570,102434,EX,"GOVT ",
67571,102434,EX,"GOVT ",
67573,102434,EX,"GOVT ",
67574,102434,EX,"GOVT ",
67593,418742,EX,"GOVT ",
67600,418742,EX,"GOVT ",
67601,47044,EX,"GOVT ",
67603,130025,EX,"GOVT ",
67618,47049,EX,"GOVT ",
67620,102434,EX,"GOVT ",
67634,95468,U500,,
67636,192902,SNR/DSBL,SA,100.00
67638,17667,EX,"GOVT ",
67644,151330,SNR/DSBL,SA,100.00
67649,94588,SNR/DSBL,SC,100.00
67697,460182,SNR/DSBL,SB,100.00
67720,103620,SNR/DSBL,"SA   ",100.00
67772,220915,SNR/DSBL,SA,100.00
68021,453393,EX,COM,100.00
68031,69636,EX,DOR,100.00
68032,172522,EX,DOR,100.00
68077,81701,EX,COM,100.00
68078,81701,EX,COM,100.00
68121,61595,EX,GOVT,100.00
68122,17706,EX,"GOVT ",
68125,26304,EX,DOR,100.00
68164,203193,SNR/DSBL,SA,100.00
68174,225051,SNR/DSBL,SA,100.00
68192,185061,SNR/DSBL,SA,100.00
68218,463880,SNR/DSBL,SA,100.00
68225,457270,SNR/DSBL,SA,100.00
68257,419330,SNR/DSBL,"SA   ",100.00
68276,164112,SNR/DSBL,SA,100.00
68287,32059,SNR/DSBL,SA,100.00
68305,461929,SNR/DSBL,"SA   ",100.00
68312,202244,SNR/DSBL,SA,100.00
68313,448229,SNR/DSBL,SA,100.00
68315,447595,SNR/DSBL,SA,100.00
68378,27895,EX,"GOVT ",
68379,27895,EX,"GOVT ",
68390,27895,EX,"GOVT ",
68391,27895,EX,"GOVT ",
68409,463009,SNR/DSBL,SA,100.00
68445,27895,EX,"GOVT ",
68462,24271,SNR/DSBL,SC,100.00
68464,175999,SNR/DSBL,SA,100.00
68532,27895,EX,"GOVT ",
68534,212092,SNR/DSBL,SA,100.00
68566,224917,SNR/DSBL,SA,100.00
68586,105603,SNR/DSBL,SA,100.00
68650,48184,SNR/DSBL,SA,100.00
68737,424523,EX,"GOVT ",
68738,420178,EX,"GOVT ",
68739,160325,EX,UTL,100.00
68740,160325,EX,UTL,100.00
68742,17693,EX,GOVT,100.00
68744,17695,SNR/DSBL,EX(DOR),100.00
68864,118636,SNR/DSBL,"SA   ",100.00
68865,462336,SNR/DSBL,SA,100.00
68872,82380,EX,UTL,100.00
68874,27854,EX,"GOVT ",
68888,41043,SNR/DSBL,SB,100.00
68892,96382,SNR/DSBL,SA,100.00
68943,432411,SNR/DSBL,"SA   ",100.00
68965,214976,SNR/DSBL,SA,100.00
68985,190975,SNR/DSBL,SA,100.00
68989,117209,SNR/DSBL,SA,100.00
69019,29562,EX,GOVT,100.00
69021,93046,EX,DOR,100.00
69029,169140,SNR/DSBL,"SA   ",100.00
69064,130936,EX,"GOVT ",
69127,194271,SNR/DSBL,SA,100.00
69128,89119,SNR/DSBL,"SA   ",100.00
69171,21523,SNR/DSBL,"SA   ",100.00
69175,222405,SNR/DSBL,"SA   ",100.00
69177,88839,SNR/DSBL,SA,100.00
69226,193223,SNR/DSBL,"SA   ",100.00
69227,108448,EX,DOR,100.00
69228,108689,EX,DOR,100.00
69260,27854,EX,"GOVT ",
69442,425262,U500,,
69448,25832,HOF,HOF,100.00
69456,153837,U500,,
69469,150006,HOF,HOF,
69480,130781,U500,,
69512,197449,HOF,HOF,100.00
69550,168140,HOF,HOF,100.00
69804,153884,HOF,HOF,100.00
69893,71807,U500,,
70123,476652,U500,,
70128,100822,HOF,HOF,100.00
70135,96432,HOF,HOF,
70660,14204,U500,,
70706,435799,U500,,
70833,420560,U500,,
70991,13619,HOF,HOF,
