prop_id,owner_id,exmpt_type_cd,exmpt_subtype_cd,exemption_pct
61927,160325,EX,UTL,100.00
61928,160325,EX,UTL,100.00
61938,61588,EX,GOVT,100.00
61941,47044,EX,"GOVT ",
61946,61588,EX,GOVT,100.00
61950,47062,EX,"GOVT ",
61962,452725,DOR,,100.00
61965,452725,EX,DOR,100.00
61994,61588,EX,GOVT,100.00
62003,120765,SNR/DSBL,SA,100.00
62012,37255,SNR/DSBL,SA,100.00
62040,202149,SNR/DSBL,SA,100.00
62063,39022,SNR/DSBL,SB,100.00
62121,27854,EX,"GOVT ",
62135,457279,EX,GOVT,100.00
62176,217730,SNR/DSBL,SA,100.00
62183,169030,SNR/DSBL,"SA   ",100.00
62189,17693,EX,GOVT,100.00
62191,17693,EX,GOVT,100.00
62207,466729,EX,DOR,100.00
62208,27854,EX,"GOVT ",
62210,469324,EX,"GOVT ",
62211,17765,EX,"GOVT ",
62212,17668,EX,"GOVT ",
62219,88559,DOR,,100.00
62220,88558,EX,DOR,100.00
62250,169766,SNR/DSBL,SA,100.00
62303,224658,SNR/DSBL,SA,100.00
62306,436395,SNR/DSBL,SA,100.00
62307,480921,SNR/DSBL,SA,100.00
62321,168597,SNR/DSBL,SA,100.00
62330,44280,SNR/DSBL,SA,100.00
62411,61632,EX,"GOVT ",
62425,80915,EX,UTL,100.00
62426,25918,EX,GOVT,100.00
62439,134549,EX,DOR,100.00
62445,420307,SNR/DSBL,SA,100.00
62471,157497,SNR/DSBL,"SA   ",100.00
62476,165719,SNR/DSBL,SA,100.00
62520,136489,EX,UTL,100.00
62532,122284,SNR/DSBL,SB,100.00
62538,163168,DOR,,100.00
62541,163168,DOR,,100.00
62542,163168,DOR,,100.00
62550,27684,EX,DOR,100.00
62574,136489,EX,UTL,100.00
62615,180907,SNR/DSBL,SA,100.00
62618,158968,SNR/DSBL,SC,100.00
62622,137543,SNR/DSBL,SC,100.00
62626,207344,SNR/DSBL,SA,100.00
62627,204147,SNR/DSBL,SA,100.00
62635,52059,SNR/DSBL,SA,100.00
62636,128302,SNR/DSBL,SA,100.00
62638,191089,EX,DOR,100.00
62672,469838,SNR/DSBL,SA,100.00
62684,17833,EX,GOVT,100.00
62695,93667,EX,GOVT,100.00
62741,27895,EX,"GOVT ",
62746,86956,EX,"GOVT ",
62747,86956,EX,"GOVT ",
62752,27895,EX,"GOVT ",
62754,86956,EX,"GOVT ",
62755,86956,EX,"GOVT ",
62756,86956,EX,"GOVT ",
62767,86956,EX,"GOVT ",
62775,130025,EX,"GOVT ",
62794,47044,EX,"GOVT ",
62796,102423,EX,"GOVT ",
62803,27895,EX,"GOVT ",
62816,448273,EX,COM,100.00
62828,448273,EX,COM,100.00
62834,448273,EX,COM,100.00
62841,448273,EX,COM,100.00
62846,448273,EX,COM,100.00
62853,448273,EX,COM,100.00
62860,448273,EX,COM,100.00
62865,448273,EX,COM,100.00
62869,448273,EX,COM,100.00
62870,448273,EX,COM,100.00
62871,448273,EX,COM,100.00
62967,458486,SNR/DSBL,SB,100.00
62978,27895,EX,"GOVT ",
63022,219507,SNR/DSBL,SA,100.00
63065,102434,EX,"GOVT ",
63094,102434,EX,"GOVT ",
63095,102434,EX,"GOVT ",
63117,42755,SNR/DSBL,SA,100.00
63138,61588,EX,GOVT,100.00
63212,213884,SNR/DSBL,SA,100.00
63226,45479,SNR/DSBL,"SA   ",100.00
63246,67604,SNR/DSBL,SB,100.00
63266,88000,EX,"GOVT ",
63267,88000,EX,"GOVT ",
63275,102489,EX,"GOVT ",
63276,27888,EX,"GOVT ",
63293,102434,EX,"GOVT ",
63322,47044,EX,"GOVT ",
63323,47044,EX,"GOVT ",
63336,91134,EX,"GOVT ",
63354,47062,EX,"GOVT ",
63393,54833,SNR/DSBL,"SA   ",100.00
63416,202967,SNR/DSBL,SA,100.00
63441,213131,SNR/DSBL,SB,100.00
63450,79212,SNR/DSBL,"SA   ",100.00
63472,38870,SNR/DSBL,SC,100.00
63494,13455,SNR/DSBL,SA,100.00
63495,50668,SNR/DSBL,SA,100.00
63496,31340,SNR/DSBL,"SA   ",100.00
63501,163498,SNR/DSBL,SA,100.00
63505,75958,SNR/DSBL,SA,100.00
63508,464830,SNR/DSBL,SA,100.00
63527,40880,SNR/DSBL,SA,100.00
63560,447317,SNR/DSBL,SA,100.00
63572,27495,SNR/DSBL,SA,100.00
63577,198276,SNR/DSBL,SA,100.00
63581,61588,EX,GOVT,100.00
63602,93030,SNR/DSBL,SA,100.00
63628,211446,SNR/DSBL,SA,100.00
63641,220063,SNR/DSBL,SA,100.00
63652,40543,SNR/DSBL,SA,100.00
63655,471189,SNR/DSBL,SA,100.00
63661,166870,SNR/DSBL,"SA   ",100.00
63669,466610,SNR/DSBL,"SA   ",100.00
11850,95066,SNR/DSBL,SA,100.00
11868,107442,SNR/DSBL,"SA   ",100.00
11898,116618,SNR/DSBL,SA,100.00
11900,202631,SNR/DSBL,"SA   ",100.00
11913,224671,SNR/DSBL,"SA   ",100.00
11921,61575,EX,DOR,100.00
11922,109900,EX,"GOVT ",
11923,61576,EX,DOR,100.00
11924,32576,EX,"GOVT ",
11925,27868,EX,"GOVT ",
11926,61629,EX,"GOVT ",
11928,61629,EX,"GOVT ",
11929,61629,EX,"GOVT ",
11931,27685,EX,DOR,100.00
11932,29559,EX,DOR,100.00
11933,29556,EX,DOR,100.00
11935,430229,EX,DOR,100.00
11947,462355,EX,DOR,100.00
11948,464813,SNR/DSBL,SA,100.00
11950,38682,SNR/DSBL,SA,100.00
11960,432432,SNR/DSBL,SA,100.00
11997,183736,SNR/DSBL,"SA   ",100.00
12012,26836,SNR/DSBL,SA,100.00
12017,157341,SNR/DSBL,SA,100.00
12020,61631,EX,"GOVT ",
12041,74468,SNR/DSBL,SB,100.00
12052,27685,EX,DOR,100.00
12053,125697,EX,DOR,100.00
12054,200044,EX,DOR,100.00
12055,200044,EX,DOR,100.00
12056,200044,EX,DOR,100.00
12057,200044,EX,DOR,100.00
12063,216866,EX,DOR,100.00
12064,216866,EX,DOR,100.00
12106,212312,SNR/DSBL,"SA   ",100.00
12118,50619,SNR/DSBL,SA,100.00
12119,192345,SNR/DSBL,SA,100.00
12197,44294,SNR/DSBL,"SA   ",100.00
12298,47044,EX,"GOVT ",
12299,47044,EX,"GOVT ",
12300,47044,EX,"GOVT ",
12301,47044,EX,"GOVT ",
12302,47062,EX,"GOVT ",
12303,47062,EX,"GOVT ",
12304,109894,EX,"GOVT ",
12317,424357,EX,"GOVT ",
12323,424357,EX,"GOVT ",
12326,424357,EX,"GOVT ",
12329,424357,EX,"GOVT ",
12330,424357,EX,"GOVT ",
12331,17705,EX,CO,100.00
12334,47062,EX,"GOVT ",
12336,17693,EX,GOVT,100.00
12337,110107,EX,FED,
12372,47044,EX,"GOVT ",
12373,47044,EX,"GOVT ",
12375,47044,EX,"GOVT ",
12387,418742,EX,"GOVT ",
12388,418742,EX,"GOVT ",
12414,176026,SNR/DSBL,SC,100.00
12415,202814,SNR/DSBL,"SA   ",100.00
12419,451336,SNR/DSBL,SA,100.00
12443,110169,EX,DOR,100.00
12446,66071,SNR/DSBL,SB,100.00
12454,426240,EX,"GOVT ",
12459,426240,EX,CO,
12461,46279,SNR/DSBL,"SA   ",100.00
12478,109557,EX,"GOVT ",
12480,47044,EX,"GOVT ",
12481,19658,SNR/DSBL,SA,100.00
12485,88002,EX,"GOVT ",
12491,24086,EX,"GOVT ",
12511,39458,DOR,,100.00
12525,17833,EX,UTL,100.00
12526,17847,EX,UTL,100.00
12527,17831,EX,UTL,100.00
12528,17830,EX,UTL,100.00
12533,95132,SNR/DSBL,SA,100.00
12540,418742,EX,"GOVT ",
12542,86956,EX,"GOVT ",
12556,27702,EX,DOR,100.00
12567,106209,EX,DOR,100.00
12581,58248,EX,DOR,100.00
12591,213197,SNR/DSBL,"SA   ",100.00
12620,418742,EX,"GOVT ",
12622,88063,EX,"GOVT ",
12623,160325,EX,UTL,100.00
12624,160325,EX,UTL,100.00
12629,418742,EX,"GOVT ",
12639,418742,EX,"GOVT ",
12644,433629,SNR/DSBL,SA,100.00
12645,418742,EX,"GOVT ",
12674,40976,SNR/DSBL,SA,100.00
12677,418742,EX,"GOVT ",
12678,88162,EX,GOVT,100.00
12731,418742,EX,"GOVT ",
12748,418742,EX,"GOVT ",
12767,17705,EX,"GOVT ",
12772,17705,EX,"GOVT ",
12776,148794,EX,"GOVT ",
12777,148794,EX,"GOVT ",
12778,109570,EX,"GOVT ",
12779,418742,EX,"GOVT ",
12787,27890,EX,"GOVT ",
12789,17749,EX,"GOVT ",
12795,27887,EX,"GOVT ",
12796,88069,EX,"GOVT ",
12803,456938,SNR/DSBL,SA,100.00
12804,17781,EX,"GOVT ",
12805,17745,EX,"GOVT ",
12831,87550,EX,DOR,100.00
12832,87551,EX,DOR,100.00
12838,17719,EX,"GOVT ",
12845,17772,EX,"GOVT ",
12862,94786,SNR/DSBL,SA,100.00
12863,77472,SNR/DSBL,SA,100.00
12872,132828,SNR/DSBL,"SA   ",100.00
12883,420537,SNR/DSBL,SA,100.00
12888,76370,SNR/DSBL,SA,100.00
12893,208338,SNR/DSBL,SA,100.00
12897,89716,SNR/DSBL,SA,100.00
12900,159963,SNR/DSBL,"SA   ",100.00
12906,207682,SNR/DSBL,SB,100.00
13040,19132,SNR/DSBL,SC,100.00
13234,206812,SNR/DSBL,SA,100.00
13247,14583,EX,GOVT,100.00
13248,19287,SNR/DSBL,SA,100.00
13264,47044,EX,"GOVT ",
13303,138043,EX,"GOVT ",
13304,17709,EX,"GOVT ",
13305,1,EX,"GOVT ",
13306,1,EX,"GOVT ",
13307,1,EX,"GOVT ",
13308,1,EX,"GOVT ",
13309,1,EX,"GOVT ",
13319,194716,SNR/DSBL,"SA   ",100.00
13351,219343,SNR/DSBL,SC,100.00
13352,138043,EX,"GOVT ",
13353,17772,EX,"GOVT ",
13354,17772,EX,"GOVT ",
13370,480379,SNR/DSBL,SA,100.00
13397,61594,EX,GOVT,100.00
13455,464936,SNR/DSBL,SC,100.00
13484,27854,EX,"GOVT ",
13486,87556,EX,DOR,100.00
13495,207292,SNR/DSBL,SA,100.00
13536,439828,SNR/DSBL,SA,100.00
13559,201339,SNR/DSBL,SA,100.00
13572,475296,SNR/DSBL,SA,100.00
13598,168451,SNR/DSBL,SA,100.00
13610,87555,EX,DOR,100.00
13612,457768,SNR/DSBL,SA,100.00
13633,455348,SNR/DSBL,SA,100.00
13637,143226,SNR/DSBL,"SA   ",100.00
13641,87866,SNR/DSBL,"SA   ",100.00
13644,141242,SNR/DSBL,SA,100.00
13646,139753,SNR/DSBL,"SA   ",100.00
13648,136267,SNR/DSBL,SA,100.00
13714,152777,SNR/DSBL,SA,100.00
13754,31882,EX,DOR,100.00
13755,31883,EX,DOR,100.00
13756,31883,EX,DOR,100.00
13759,31882,EX,DOR,100.00
13834,128790,SNR/DSBL,SA,100.00
13841,153118,SNR/DSBL,SA,100.00
13845,30758,SNR/DSBL,SA,100.00
13850,27854,EX,"GOVT ",
13851,27854,EX,"GOVT ",
13852,27854,EX,"GOVT ",
292110,466650,SNR/DSBL,SA,100.00
292220,474215,U500,,
292590,191418,SNR/DSBL,"SA   ",100.00
292627,451827,SNR/DSBL,SA,100.00
292648,123680,SNR/DSBL,SB,100.00
292686,111743,SNR/DSBL,SA,100.00
292708,47062,EX,"GOVT ",
292910,24086,EX,GOVT,100.00
292968,437661,SNR/DSBL,SA,100.00
293052,418321,SNR/DSBL,SC,100.00
293069,198631,SNR/DSBL,SA,100.00
293071,205872,SNR/DSBL,"SA   ",100.00
293102,61601,EX,"GOVT ",
293119,15481,SNR/DSBL,SA,100.00
293143,88163,EX,GOVT,100.00
293144,459199,EX,"GOVT ",
293145,17763,EX,"GOVT ",
293147,17763,EX,"GOVT ",
293191,479507,SNR/DSBL,SB,100.00
293193,183053,U500,,
293255,440424,SNR/DSBL,SA,100.00
293274,91141,EX,"GOVT ",
293275,91137,EX,"GOVT ",
293276,91141,EX,"GOVT ",
293278,91141,EX,"GOVT ",
293279,91135,EX,"GOVT ",
293334,27854,EX,"GOVT ",
293341,178629,SNR/DSBL,SA,100.00
293354,204399,SNR/DSBL,SB,100.00
293460,221166,SNR/DSBL,"SA   ",100.00
293503,27895,EX,"GOVT ",
293504,27895,EX,"GOVT ",
293558,27895,EX,"GOVT ",
293562,27895,EX,"GOVT ",
293563,27895,EX,"GOVT ",
293564,27895,EX,"GOVT ",
293569,204350,SNR/DSBL,SA,100.00
293572,17776,EX,"GOVT ",
293579,18332,DOR,,100.00
293581,27917,EX,"GOVT ",
293583,27917,EX,"GOVT ",
293589,27917,EX,"GOVT ",
293624,158771,EX,GOVT,100.00
293639,27917,EX,"GOVT ",
293652,27917,EX,"GOVT ",
293704,159855,U500,,
293729,27917,EX,"GOVT ",
293778,433180,SNR/DSBL,SA,100.00
293913,27680,DOR,,100.00
293936,213898,U500,,
293988,179731,U500,,
293996,179765,U500,,
294006,179777,U500,,
294038,179864,U500,,
294082,153696,U500,,
294247,443354,SNR/DSBL,SA,100.00
294276,17840,EX,UTL,100.00
294309,27895,EX,"GOVT ",
294318,130025,EX,"GOVT ",
294343,47062,EX,"GOVT ",
294345,35066,EX,"GOVT ",
294463,38535,SNR/DSBL,"SA   ",100.00
294506,27854,EX,"GOVT ",
294545,288541,SNR/DSBL,SB,100.00
294569,26976,SNR/DSBL,"SA   ",100.00
294651,61593,EX,"GOVT ",
294652,61593,EX,"GOVT ",
294653,225489,DOR,,100.00
294654,61593,EX,"GOVT ",
294655,61593,EX,"GOVT ",
294656,61593,EX,"GOVT ",
294658,61593,EX,"GOVT ",
294659,61593,EX,"GOVT ",
294661,27854,EX,"GOVT ",
294696,424531,EX,"GOVT ",
294699,424531,EX,"GOVT ",
294703,424531,EX,"GOVT ",
294714,424531,EX,"GOVT ",
294743,424531,EX,"GOVT ",
294749,424531,EX,"GOVT ",
294760,424531,EX,"GOVT ",
294763,199219,EX,"GOVT ",
294765,424531,EX,"GOVT ",
294766,424531,EX,"GOVT ",
294767,424531,EX,"GOVT ",
294768,424531,EX,"GOVT ",
294902,18151,SNR/DSBL,SA,100.00
294908,418742,EX,"GOVT ",
294909,434088,EX,DOR,100.00
294912,61593,EX,"GOVT ",
294914,61593,EX,"GOVT ",
294917,27895,EX,"GOVT ",
294928,148698,SNR/DSBL,SA,100.00
295013,14050,SNR/DSBL,"SA   ",100.00
295021,27917,EX,"GOVT ",
295119,102489,EX,"GOVT ",
295121,451554,SNR/DSBL,EX(DOR),62.97
295122,452226,DOR,,100.00
295132,458222,SNR/DSBL,SB,100.00
295148,181857,HOF,HOF,100.00
295193,27917,EX,"GOVT ",
295214,144369,EX,"GOVT ",
295215,207849,EX,DOR,100.00
295226,182172,HOF,HOF,
295226,182172,U500,,
295234,182190,HOF,HOF,100.00
295274,182426,U500,,
295278,185336,EX,DOR,100.00
295288,182475,U500,,
295289,182477,U500,,
295313,182540,U500,,
295342,467874,SNR/DSBL,SA,100.00
295372,450646,SNR/DSBL,SB,100.00
295398,27895,EX,"GOVT ",
295449,27895,EX,"GOVT ",
295450,27895,EX,CIT,100.00
295474,27895,EX,"GOVT ",
295480,182751,U500,,
295488,182770,U500,,
295498,216420,U500,,
295641,17828,EX,UTL,100.00
295655,119741,U500,,
295677,88056,EX,"GOVT ",
295686,207849,EX,DOR,100.00
295687,207849,EX,DOR,100.00
295723,186688,SNR/DSBL,"SA   ",100.00
295729,186269,SNR/DSBL,SB,100.00
295759,183670,DOR,,100.00
295765,17587,EX,"GOVT ",
295766,27854,EX,"GOVT ",
295767,191124,EX,DOR,100.00
295769,194930,EX,DOR,100.00
295777,108689,EX,DOR,100.00
295783,108431,EX,DOR,100.00
295888,184476,EX,DOR,100.00
295889,434795,DOR,,100.00
295894,27895,EX,"GOVT ",
295895,27895,EX,"GOVT ",
295899,27861,EX,"GOVT ",
295901,27861,EX,"GOVT ",
295915,431995,EX,DOR,100.00
295972,104124,SNR/DSBL,SA,.00
295981,27895,EX,"GOVT ",
295985,27895,EX,"GOVT ",
295987,202865,SNR/DSBL,SA,100.00
295993,157450,EX,GOVT,100.00
295994,157450,EX,GOVT,100.00
295995,157450,EX,GOVT,100.00
295996,157450,EX,GOVT,100.00
295997,157450,EX,GOVT,100.00
295998,157450,EX,GOVT,100.00
295999,157450,EX,GOVT,100.00
296093,185208,U500,,
296137,143851,SNR/DSBL,SC,100.00
296145,185448,U500,,
296146,185462,U500,,
296173,185517,U500,,
296185,211957,EX,DOR,100.00
296213,185644,HOF,HOF,100.00
296216,185658,U500,,
296234,70098,SNR/DSBL,"SA   ",100.00
296409,109803,EX,UTL,100.00
296422,214065,SNR/DSBL,SB,100.00
296438,215019,EX,"GOVT ",
296439,215019,EX,"GOVT ",
296464,27852,EX,"GOVT ",
296466,27853,EX,"GOVT ",
296476,135358,EX,"GOVT ",
296480,47044,EX,"GOVT ",
296481,135358,EX,"GOVT ",
296563,191030,SNR/DSBL,SC,100.00
296583,27895,EX,"GOVT ",
296593,429962,SNR/DSBL,SA,100.00
296766,27895,EX,"GOVT ",
296784,187339,U500,,
296805,208059,EX,DOR,100.00
296806,418859,EX,"GOVT ",
34917,117520,DOR,,100.00
34922,226120,SNR/DSBL,"SA   ",100.00
34927,464704,SNR/DSBL,"SA   ",100.00
35003,31363,SNR/DSBL,SA,100.00
35009,213330,SNR/DSBL,SA,100.00
35014,428859,SNR/DSBL,SA,100.00
35034,469787,SNR/DSBL,SA,100.00
35048,480981,SNR/DSBL,SA,100.00
35055,212091,SNR/DSBL,SA,100.00
35064,462994,SNR/DSBL,SA,100.00
35072,462091,SNR/DSBL,SA,100.00
35080,145135,SNR/DSBL,"SA   ",100.00
35093,41493,EX,DOR,100.00
35099,168147,SNR/DSBL,SA,100.00
35128,165848,SNR/DSBL,SA,100.00
35164,86703,SNR/DSBL,"SA   ",100.00
35197,454359,SNR/DSBL,SA,100.00
35224,462392,SNR/DSBL,SA,100.00
35248,141594,SNR/DSBL,SA,100.00
35251,66989,SNR/DSBL,SB,100.00
35255,469577,SNR/DSBL,SB,100.00
35262,17693,EX,GOVT,100.00
35284,61600,EX,GOVT,100.00
35285,27855,EX,"GOVT ",
35300,88162,EX,GOVT,100.00
35311,90900,SNR/DSBL,"SA   ",100.00
35314,469173,SNR/DSBL,SA,100.00
35324,188286,SNR/DSBL,"SA   ",100.00
35326,17766,EX,"GOVT ",
35356,17766,EX,"GOVT ",
35358,222902,EX,"GOVT ",
35359,27854,EX,"GOVT ",
35410,99900,SNR/DSBL,SA,100.00
35420,455849,SNR/DSBL,SA,100.00
35429,147421,SNR/DSBL,SC,100.00
35446,172272,SNR/DSBL,SA,100.00
35459,180416,SNR/DSBL,"SA   ",100.00
35463,217557,SNR/DSBL,"SA   ",100.00
35466,159611,SNR/DSBL,SA,100.00
35469,119818,SNR/DSBL,"SA   ",100.00
35477,182511,SNR/DSBL,SA,100.00
35485,128117,SNR/DSBL,SA,100.00
35512,61598,EX,GOVT,100.00
35514,27874,EX,"GOVT ",
35515,17693,EX,GOVT,100.00
35538,118102,SNR/DSBL,SA,100.00
35539,147047,SNR/DSBL,"SA   ",100.00
35630,424953,SNR/DSBL,SA,100.00
35657,159306,SNR/DSBL,SA,100.00
35661,29316,SNR/DSBL,SA,100.00
35663,215760,SNR/DSBL,"SA   ",100.00
35670,51783,SNR/DSBL,"SA   ",100.00
35676,22273,SNR/DSBL,SA,100.00
35686,171921,SNR/DSBL,SC,100.00
35691,200495,SNR/DSBL,"SA   ",100.00
35703,449723,SNR/DSBL,SA,100.00
35708,199365,SNR/DSBL,SA,100.00
35726,439406,SNR/DSBL,SA,100.00
35736,61595,EX,GOVT,100.00
35737,27854,EX,"GOVT ",
35764,129864,SNR/DSBL,SB,100.00
35766,225919,SNR/DSBL,SA,100.00
35777,27854,EX,"GOVT ",
35821,175936,SNR/DSBL,SA,100.00
35883,141573,SNR/DSBL,"SA   ",100.00
35961,144192,SNR/DSBL,SA,100.00
35967,122388,SNR/DSBL,SA,100.00
35980,429031,SNR/DSBL,SA,100.00
35995,214735,SNR/DSBL,"SA   ",100.00
36020,476264,SNR/DSBL,SB,100.00
36022,466265,SNR/DSBL,SA,100.00
36024,464100,SNR/DSBL,SA,100.00
36073,183742,SNR/DSBL,"SA   ",100.00
36077,28193,SNR/DSBL,"SA   ",100.00
36099,447866,SNR/DSBL,SA,100.00
36170,104792,SNR/DSBL,"SA   ",100.00
36172,459540,SNR/DSBL,SB,100.00
36183,86337,SNR/DSBL,"SA   ",100.00
36187,471137,SNR/DSBL,SA,100.00
36194,33114,SNR/DSBL,SA,100.00
36197,91352,SNR/DSBL,"SA   ",.00
36231,17718,EX,"GOVT ",
36253,164962,SNR/DSBL,SA,100.00
36261,100261,SNR/DSBL,SA,100.00
36279,428156,SNR/DSBL,SA,100.00
36306,17706,EX,"GOVT ",
36307,17706,EX,"GOVT ",
36308,17706,EX,"GOVT ",
36324,61588,EX,GOVT,100.00
36340,27917,EX,"GOVT ",
36372,27895,EX,"GOVT ",
36373,27895,EX,"GOVT ",
36374,27895,EX,"GOVT ",
36425,27895,EX,"GOVT ",
36426,27895,EX,"GOVT ",
36439,455897,EX,DOR,100.00
36440,30709,EX,DOR,100.00
36443,455894,EX,DOR,100.00
36446,455894,EX,DOR,100.00
36454,90375,EX,DOR,100.00
36456,193640,EX,DOR,100.00
36464,60450,EX,DOR,100.00
36468,455894,EX,DOR,100.00
36471,465459,DOR,,100.00
36486,431757,EX,DOR,100.00
36501,422786,EX,"GOVT ",
36504,136489,EX,UTL,100.00
36506,17228,EX,GOVT,100.00
36509,27895,EX,"GOVT ",
36516,60450,EX,DOR,100.00
36526,101004,EX,DOR,100.00
36530,151143,EX,DOR,100.00
36602,27895,EX,"GOVT ",
36603,27895,EX,CIT,
36611,151143,EX,DOR,100.00
36615,27895,EX,"GOVT ",
36616,27895,EX,"GOVT ",
36618,27895,EX,"GOVT ",
36626,91126,EX,DOR,100.00
36627,190703,EX,"GOVT ",
36645,27895,EX,"GOVT ",
36654,27895,EX,"GOVT ",
36670,27895,EX,"GOVT ",
36677,27895,EX,"GOVT ",
36679,27895,EX,"GOVT ",
36686,186717,DOR,,100.00
36688,455894,EX,DOR,100.00
36703,17772,EX,"GOVT ",
36704,91138,EX,"GOVT ",
36725,91164,EX,CIT,100.00
36737,47044,EX,"GOVT ",
36758,47044,EX,"GOVT ",
36760,27895,EX,"GOVT ",
36762,47044,EX,"GOVT ",
36763,47044,EX,"GOVT ",
36764,47044,EX,"GOVT ",
36765,47044,EX,"GOVT ",
36775,47044,EX,"GOVT ",
36777,47062,EX,"GOVT ",
36780,47044,EX,"GOVT ",
36794,55302,SNR/DSBL,SA,100.00
36802,47062,EX,"GOVT ",
36804,144369,EX,"GOVT ",
36808,86969,EX,"GOVT ",
36875,35062,EX,"GOVT ",
36877,35066,EX,"GOVT ",
36880,418742,EX,"GOVT ",
36889,153653,EX,"GOVT ",
36899,418742,EX,"GOVT ",
36902,418742,EX,"GOVT ",
36911,84205,SNR/DSBL,"SA   ",100.00
36937,47044,EX,"GOVT ",
36940,35062,EX,"GOVT ",
36942,431967,EX,CIT,100.00
36957,27876,EX,GOVT,100.00
36964,69867,SNR/DSBL,SC,100.00
37013,14573,EX,DOR,100.00
37019,460145,SNR/DSBL,SA,100.00
37025,47044,EX,"GOVT ",
37045,207763,SNR/DSBL,SA,.00
37061,88161,EX,GOVT,100.00
37063,17693,EX,GOVT,100.00
37070,88161,EX,GOVT,100.00
37071,88161,EX,GOVT,100.00
37086,183072,SNR/DSBL,SA,100.00
37093,201554,SNR/DSBL,"SA   ",100.00
63673,206080,SNR/DSBL,"SA   ",100.00
63682,77794,SNR/DSBL,SB,100.00
63684,151742,SNR/DSBL,SA,100.00
63691,47797,SNR/DSBL,SB,100.00
63696,288296,SNR/DSBL,SA,100.00
63706,22886,SNR/DSBL,"SA   ",100.00
63720,220011,SNR/DSBL,SA,100.00
63727,119738,SNR/DSBL,SA,100.00
63755,427610,EX,DOR,100.00
63756,427610,EX,DOR,100.00
63763,142602,SNR/DSBL,SA,100.00
63772,115045,SNR/DSBL,SA,100.00
63820,72066,SNR/DSBL,SB,100.00
63854,27880,EX,"GOVT ",
63855,427610,EX,DOR,100.00
63867,156236,SNR/DSBL,SA,100.00
63893,167743,SNR/DSBL,SC,100.00
63920,457760,SNR/DSBL,SA,100.00
63977,216015,SNR/DSBL,"SA   ",100.00
63980,142461,SNR/DSBL,"SA   ",50.00
64021,168961,SNR/DSBL,"SA   ",100.00
64045,473694,SNR/DSBL,SA,100.00
64049,442687,SNR/DSBL,SA,100.00
64078,135678,SNR/DSBL,SB,100.00
64125,472760,SNR/DSBL,SA,100.00
64143,421551,SNR/DSBL,SA,100.00
64169,141939,EX,DOR,100.00
64170,480112,EX,DOR,100.00
64182,141939,EX,DOR,100.00
64183,141939,EX,DOR,100.00
64184,130720,EX,UTL,100.00
64185,223993,SNR/DSBL,SA,100.00
64186,442408,SNR/DSBL,SA,100.00
64193,222885,SNR/DSBL,SA,100.00
64206,51052,SNR/DSBL,"SA   ",100.00
64239,185851,SNR/DSBL,SA,100.00
64254,288915,SNR/DSBL,SA,100.00
64257,223796,SNR/DSBL,SA,100.00
64265,226120,SNR/DSBL,"SA   ",100.00
64267,151769,SNR/DSBL,"SA   ",100.00
64322,61634,EX,"GOVT ",
64330,18535,SNR/DSBL,SA,100.00
64337,30621,SNR/DSBL,SA,100.00
64343,141939,EX,DOR,100.00
64349,27873,EX,"GOVT ",
64350,27873,EX,"GOVT ",
64351,27873,EX,"GOVT ",
64353,108566,EX,DOR,100.00
64354,108566,EX,DOR,100.00
64372,141939,EX,DOR,100.00
64378,141939,EX,DOR,100.00
64407,163166,SNR/DSBL,SA,100.00
64408,187690,SNR/DSBL,SA,100.00
64450,95678,SNR/DSBL,"SA   ",100.00
64453,121932,SNR/DSBL,SA,100.00
64465,478630,SNR/DSBL,SA,100.00
64516,47044,EX,"GOVT ",
64544,47044,EX,"GOVT ",
64552,17839,EX,GOVT,100.00
64581,47062,EX,"GOVT ",
64582,27895,EX,"GOVT ",
64680,177516,SNR/DSBL,SB,100.00
64753,201371,SNR/DSBL,"SA   ",100.00
64790,213626,SNR/DSBL,SA,100.00
64805,444448,SNR/DSBL,SB,100.00
64869,27895,EX,"GOVT ",
64881,91134,EX,"GOVT ",
64882,27895,EX,"GOVT ",
64936,448377,SNR/DSBL,SA,100.00
65087,463452,SNR/DSBL,SA,100.00
65139,86835,SNR/DSBL,SA,100.00
65148,155981,SNR/DSBL,SA,100.00
65156,153945,SNR/DSBL,SA,100.00
65210,468825,SNR/DSBL,SA,100.00
65220,176482,SNR/DSBL,"SA   ",100.00
65269,27895,EX,"GOVT ",
65270,193113,EX,DOR,100.00
65291,453625,SNR/DSBL,SC,100.00
65292,58671,SNR/DSBL,SA,100.00
65299,121267,SNR/DSBL,"SA   ",100.00
65301,119393,SNR/DSBL,SA,100.00
65303,86719,SNR/DSBL,"SA   ",100.00
65306,71545,SNR/DSBL,SA,50.00
65328,114176,SNR/DSBL,"SA   ",100.00
65408,223732,SNR/DSBL,SA,100.00
65417,75520,SNR/DSBL,SA,100.00
65422,106039,SNR/DSBL,SA,100.00
65439,159951,SNR/DSBL,SA,100.00
65446,64958,SNR/DSBL,SA,100.00
65484,453082,SNR/DSBL,SA,100.00
65485,103990,SNR/DSBL,SB,100.00
65508,481145,SNR/DSBL,SA,100.00
65519,106977,SNR/DSBL,SA,100.00
65524,17899,SNR/DSBL,SB,100.00
65547,164088,SNR/DSBL,SA,100.00
65561,193113,EX,DOR,100.00
65573,205449,SNR/DSBL,SA,100.00
65588,163285,SNR/DSBL,SA,100.00
